seller_id,signup_date,account_type,country,primary_category,kyc_verified,num_bank_accounts
S00492,2021-06-22,individual,US,cards_collectibles,True,1
S00493,2023-10-02,individual,US,fashion_vintage,True,1
S00494,2024-11-18,individual,US,sneakers_streetwear,True,1
S00495,2022-04-05,individual,US,fashion_vintage,True,1
S00496,2023-09-14,business,GB,cards_collectibles,True,2
S00497,2020-04-26,individual,DE,fashion_vintage,True,1
S00498,2026-01-30,individual,US,fashion_vintage,True,1
S00499,2020-01-14,business,US,fashion_vintage,True,1
S00500,2024-11-12,individual,US,watches_jewelry_luxury,True,1
S00501,2024-07-16,business,US,fashion_vintage,True,1
S00502,2020-11-14,individual,US,electronics,True,1
S00503,2021-10-03,individual,US,sneakers_streetwear,True,1
S00504,2023-03-13,individual,US,sneakers_streetwear,True,1
S00505,2023-10-15,individual,US,fashion_vintage,True,1
S00506,2023-11-23,individual,US,fashion_vintage,True,1
S00507,2023-12-10,individual,US,electronics,False,1
S00508,2026-02-18,individual,US,sneakers_streetwear,True,1
S00509,2022-11-03,individual,FR,sneakers_streetwear,True,1
S00510,2024-02-09,individual,US,fashion_vintage,True,1
S00511,2019-11-30,business,AU,sneakers_streetwear,True,1
S00512,2024-12-14,individual,US,sneakers_streetwear,True,1
S00513,2024-09-11,business,US,sneakers_streetwear,True,1
S00514,2025-05-17,individual,GB,fashion_vintage,True,1
S00515,2022-10-08,individual,US,watches_jewelry_luxury,True,1
S00516,2021-03-23,individual,CA,fashion_vintage,True,1
S00517,2023-02-11,business,GB,sneakers_streetwear,True,2
S00518,2022-03-07,individual,AU,fashion_vintage,True,1
S00519,2021-04-07,individual,FR,fashion_vintage,True,1
S00520,2025-10-28,individual,US,fashion_vintage,True,2
S00521,2022-02-14,business,US,electronics,True,2
S00522,2022-10-19,individual,US,fashion_vintage,True,1
S00523,2022-06-09,individual,DE,fashion_vintage,True,1
S00524,2023-06-04,individual,US,sneakers_streetwear,False,1
S00525,2025-08-02,individual,US,cards_collectibles,True,1
S00526,2022-05-28,individual,GB,fashion_vintage,True,1
S00527,2026-04-08,individual,US,fashion_vintage,True,1
S00528,2026-05-26,individual,US,fashion_vintage,True,2
S00529,2021-07-17,individual,US,cards_collectibles,True,1
S00530,2026-05-19,individual,US,fashion_vintage,True,1
S00531,2021-01-22,individual,US,watches_jewelry_luxury,True,2
S00532,2024-09-07,individual,US,cards_collectibles,True,1
S00533,2022-01-12,individual,GB,fashion_vintage,True,1
S00534,2024-09-06,individual,US,electronics,True,1
S00535,2024-10-02,individual,FR,cards_collectibles,True,1
S00536,2019-09-14,individual,US,sneakers_streetwear,True,1
S00537,2026-08-12,individual,US,cards_collectibles,True,1
S00538,2025-09-18,individual,US,watches_jewelry_luxury,False,1
S00539,2025-12-18,individual,US,sneakers_streetwear,True,2
S00540,2021-03-16,individual,US,electronics,True,1
S00541,2023-02-14,individual,AU,fashion_vintage,True,1
S00542,2020-02-19,individual,US,electronics,True,1
S00543,2024-11-12,individual,US,electronics,True,1
S00544,2023-10-29,individual,FR,sneakers_streetwear,True,1
S00545,2019-12-12,individual,US,fashion_vintage,True,1
S00546,2025-01-21,individual,US,fashion_vintage,True,1
S00547,2020-01-23,individual,US,fashion_vintage,True,2
S00548,2021-12-15,individual,US,cards_collectibles,True,1
S00549,2025-06-27,individual,US,electronics,True,1
S00550,2025-01-03,individual,US,watches_jewelry_luxury,True,1
S00551,2023-10-05,individual,US,sneakers_streetwear,True,2
S00552,2024-03-10,individual,US,electronics,True,2
S00553,2022-04-06,individual,US,electronics,True,1
S00554,2021-10-11,individual,US,watches_jewelry_luxury,True,1
S00555,2021-11-02,individual,GB,electronics,True,1
S00556,2020-11-24,business,US,sneakers_streetwear,True,1
S00557,2021-06-15,individual,US,fashion_vintage,True,1
S00558,2021-03-27,individual,US,watches_jewelry_luxury,True,1
S00559,2025-12-28,individual,US,fashion_vintage,True,1
S00560,2023-10-22,business,US,electronics,True,2
S00561,2026-02-24,individual,US,cards_collectibles,True,1
S00562,2020-05-16,individual,US,fashion_vintage,True,1
S00563,2026-06-24,individual,US,cards_collectibles,True,1
S00564,2020-12-18,individual,US,electronics,True,1
S00565,2022-11-24,individual,US,electronics,True,1
S00566,2022-03-30,individual,US,sneakers_streetwear,True,2
S00567,2019-11-06,individual,DE,sneakers_streetwear,True,1
S00568,2022-05-27,individual,US,sneakers_streetwear,True,1
S00569,2020-11-28,business,GB,watches_jewelry_luxury,True,1
S00570,2020-11-25,individual,US,fashion_vintage,True,2
S00571,2020-09-08,individual,US,watches_jewelry_luxury,True,1
S00572,2026-01-04,individual,US,fashion_vintage,True,1
S00573,2022-12-25,individual,US,fashion_vintage,True,1
S00574,2020-07-19,individual,US,fashion_vintage,True,1
S00575,2020-09-05,individual,US,fashion_vintage,True,1
S00576,2026-04-20,individual,US,watches_jewelry_luxury,True,1
S00577,2020-02-24,individual,US,sneakers_streetwear,True,1
S00578,2025-06-15,individual,US,fashion_vintage,True,1
S00579,2020-09-29,individual,US,watches_jewelry_luxury,True,1
S00580,2020-08-16,individual,US,cards_collectibles,True,1
S00581,2025-01-26,business,CA,sneakers_streetwear,True,1
S00582,2026-08-04,individual,US,fashion_vintage,True,1
S00583,2023-03-27,individual,US,fashion_vintage,True,1
S00584,2025-02-14,business,US,fashion_vintage,True,1
S00585,2024-12-18,individual,US,fashion_vintage,True,1
S00586,2021-12-26,individual,US,fashion_vintage,True,1
S00587,2022-02-03,individual,US,sneakers_streetwear,True,2
S00588,2020-10-24,individual,US,fashion_vintage,True,1
S00589,2026-07-12,individual,US,electronics,True,1
S00590,2021-03-05,business,US,electronics,True,1
S00591,2025-06-26,business,US,watches_jewelry_luxury,True,1
S00592,2021-04-17,individual,US,fashion_vintage,True,1
S00593,2024-02-20,individual,US,fashion_vintage,True,1
S00594,2023-03-08,individual,US,fashion_vintage,True,1
S00595,2019-02-17,individual,US,watches_jewelry_luxury,True,1
S00596,2019-11-30,individual,US,sneakers_streetwear,False,1
S00597,2025-10-20,individual,AU,fashion_vintage,True,1
S00598,2026-02-19,individual,US,fashion_vintage,True,1
S00599,2021-01-16,individual,US,fashion_vintage,True,1
S00600,2022-08-15,individual,US,sneakers_streetwear,True,1
S00601,2026-03-07,business,US,fashion_vintage,True,1
S00602,2020-04-23,business,GB,electronics,True,1
S00603,2024-08-18,business,US,watches_jewelry_luxury,True,1
S00604,2020-01-08,individual,US,fashion_vintage,True,1
S00605,2026-01-21,individual,US,watches_jewelry_luxury,True,1
S00606,2026-03-14,individual,DE,fashion_vintage,False,1
S00607,2025-07-07,individual,US,sneakers_streetwear,True,2
S00608,2025-04-02,individual,US,fashion_vintage,True,2
S00609,2023-12-03,individual,US,fashion_vintage,True,1
S00610,2022-01-13,individual,AU,sneakers_streetwear,True,1
S00611,2022-03-28,individual,US,fashion_vintage,True,1
S00612,2021-05-04,individual,US,sneakers_streetwear,True,1
S00613,2021-05-29,individual,US,fashion_vintage,True,1
S00614,2020-09-06,business,US,fashion_vintage,True,1
S00615,2021-06-04,individual,US,fashion_vintage,True,1
S00616,2025-12-13,individual,US,fashion_vintage,True,1
S00617,2020-07-06,individual,US,sneakers_streetwear,True,1
S00618,2022-03-02,individual,US,fashion_vintage,False,1
S00619,2019-12-19,individual,US,electronics,True,1
S00620,2021-04-03,individual,CA,electronics,True,1
S00621,2020-05-05,individual,US,fashion_vintage,False,1
S00622,2021-08-21,individual,DE,electronics,True,2
S00623,2020-10-15,individual,US,fashion_vintage,True,1
S00624,2021-09-23,individual,US,fashion_vintage,True,1
S00625,2020-03-11,individual,CA,fashion_vintage,True,1
S00626,2024-06-06,individual,US,cards_collectibles,True,1
S00627,2021-07-02,individual,US,cards_collectibles,True,1
S00628,2025-11-05,individual,DE,fashion_vintage,False,2
S00629,2025-08-29,individual,US,fashion_vintage,True,3
S00630,2023-06-20,business,US,electronics,True,1
S00631,2021-05-02,individual,US,watches_jewelry_luxury,False,1
S00632,2021-06-06,individual,US,cards_collectibles,True,1
S00633,2025-03-12,individual,US,fashion_vintage,True,2
S00634,2021-10-11,individual,US,cards_collectibles,True,1
S00635,2024-10-15,individual,US,fashion_vintage,True,1
S00636,2021-11-01,individual,US,fashion_vintage,True,1
S00637,2023-08-28,individual,US,sneakers_streetwear,True,1
S00638,2023-07-27,individual,US,cards_collectibles,True,1
S00639,2020-07-16,individual,US,fashion_vintage,True,1
S00640,2026-04-17,individual,US,watches_jewelry_luxury,True,1
S00641,2022-05-24,individual,CA,fashion_vintage,True,1
S00642,2024-07-25,individual,US,watches_jewelry_luxury,True,2
S00643,2023-03-24,business,US,watches_jewelry_luxury,True,1
S00644,2022-09-04,individual,US,fashion_vintage,True,1
S00645,2025-12-15,individual,US,fashion_vintage,True,1
S00646,2025-02-15,individual,US,sneakers_streetwear,True,1
S00647,2026-01-31,individual,AU,fashion_vintage,True,1
S00648,2023-04-22,individual,CA,sneakers_streetwear,True,1
S00649,2023-07-25,individual,US,electronics,True,1
S00650,2022-11-16,individual,US,sneakers_streetwear,True,2
S00651,2023-01-14,individual,US,fashion_vintage,False,1
S00652,2025-12-14,individual,US,fashion_vintage,True,1
S00653,2024-05-04,individual,US,fashion_vintage,True,1
S00654,2025-07-28,individual,US,fashion_vintage,True,1
S00655,2025-08-12,individual,GB,fashion_vintage,False,2
S00656,2025-01-15,business,US,cards_collectibles,True,1
S00657,2026-04-17,individual,US,sneakers_streetwear,True,1
S00658,2022-10-03,business,US,fashion_vintage,True,1
S00659,2023-04-24,individual,CA,sneakers_streetwear,True,2
S00660,2021-04-20,individual,US,fashion_vintage,True,2
S00661,2022-07-13,business,DE,fashion_vintage,True,1
S00662,2020-07-10,individual,FR,electronics,True,1
S00663,2023-05-20,individual,DE,electronics,True,1
S00664,2024-10-20,individual,US,fashion_vintage,True,1
S00665,2022-10-02,individual,GB,sneakers_streetwear,True,1
S00666,2019-09-22,individual,US,fashion_vintage,True,1
S00667,2024-02-06,individual,US,fashion_vintage,True,3
S00668,2025-01-20,individual,US,electronics,True,1
S00669,2022-01-14,individual,US,watches_jewelry_luxury,True,1
S00670,2019-12-17,individual,US,sneakers_streetwear,True,1
S00671,2026-05-18,individual,US,electronics,True,1
S00672,2025-10-20,individual,US,fashion_vintage,True,1
S00673,2025-11-21,business,US,sneakers_streetwear,True,1
S00674,2025-08-16,individual,US,watches_jewelry_luxury,True,3
S00675,2020-05-10,individual,US,cards_collectibles,False,1
S00676,2021-02-24,individual,US,electronics,True,1
S00677,2021-02-20,individual,US,fashion_vintage,True,2
S00678,2026-05-26,individual,US,fashion_vintage,True,1
S00679,2025-03-14,individual,GB,watches_jewelry_luxury,True,1
S00680,2023-09-14,individual,US,fashion_vintage,True,1
S00681,2023-01-16,individual,US,sneakers_streetwear,True,1
S00682,2019-12-24,individual,US,sneakers_streetwear,True,3
S00683,2023-11-25,individual,US,cards_collectibles,True,1
S00684,2021-03-10,business,CA,sneakers_streetwear,True,1
S00685,2024-09-08,individual,CA,cards_collectibles,False,1
S00686,2024-12-23,individual,US,watches_jewelry_luxury,True,1
S00687,2023-02-02,individual,US,sneakers_streetwear,False,1
S00688,2022-02-04,individual,US,cards_collectibles,True,1
S00689,2022-08-08,individual,US,sneakers_streetwear,True,1
S00690,2022-10-22,individual,US,fashion_vintage,True,1
S00691,2022-10-09,individual,CA,fashion_vintage,True,1
S00692,2020-06-30,individual,GB,watches_jewelry_luxury,True,1
S00693,2025-11-10,individual,US,fashion_vintage,True,1
S00694,2022-07-11,individual,GB,watches_jewelry_luxury,True,1
S00695,2021-12-07,individual,AU,sneakers_streetwear,True,1
S00696,2022-03-29,individual,US,cards_collectibles,True,1
S00697,2019-12-02,individual,GB,fashion_vintage,True,1
S00698,2024-12-27,individual,US,fashion_vintage,True,1
S00699,2020-12-14,individual,DE,fashion_vintage,True,1
S00700,2024-09-24,individual,US,watches_jewelry_luxury,True,1
S00701,2022-04-16,individual,US,cards_collectibles,True,1
S00702,2023-05-01,individual,US,fashion_vintage,True,1
S00703,2020-05-08,individual,US,sneakers_streetwear,True,1
S00704,2023-12-06,business,US,fashion_vintage,True,1
S00705,2024-08-20,individual,US,sneakers_streetwear,True,1
S00706,2020-09-20,business,US,fashion_vintage,True,1
S00707,2020-02-18,business,US,electronics,True,1
S00708,2022-07-18,individual,DE,electronics,False,1
S00709,2025-02-03,individual,US,electronics,True,1
S00710,2021-10-12,individual,US,fashion_vintage,True,2
S00711,2020-02-08,individual,US,fashion_vintage,True,1
S00712,2021-09-02,business,US,fashion_vintage,True,1
S00713,2021-02-22,individual,US,fashion_vintage,False,2
S00714,2024-10-25,individual,CA,fashion_vintage,True,1
S00715,2019-12-11,individual,US,fashion_vintage,True,1
S00716,2025-10-31,business,US,fashion_vintage,True,2
S00717,2023-03-02,individual,AU,sneakers_streetwear,True,1
S00718,2021-08-30,individual,GB,watches_jewelry_luxury,False,1
S00719,2021-12-26,individual,US,electronics,True,1
S00720,2024-09-04,individual,US,fashion_vintage,True,1
S00721,2022-11-17,individual,AU,fashion_vintage,True,1
S00722,2024-12-30,individual,US,electronics,True,1
S00723,2019-09-13,individual,US,electronics,True,1
S00724,2025-12-30,individual,US,fashion_vintage,True,1
S00725,2023-11-21,business,GB,sneakers_streetwear,True,1
S00726,2020-08-25,individual,US,electronics,True,1
S00727,2023-11-22,individual,US,fashion_vintage,True,1
S00728,2024-04-22,individual,US,fashion_vintage,True,3
S00729,2025-08-11,individual,US,sneakers_streetwear,True,2
S00730,2021-11-25,individual,GB,fashion_vintage,True,1
S00731,2023-07-21,business,US,fashion_vintage,True,1
S00732,2021-03-19,individual,CA,watches_jewelry_luxury,True,1
S00733,2023-08-15,business,US,sneakers_streetwear,True,1
S00734,2022-11-09,business,US,sneakers_streetwear,True,1
S00735,2026-03-02,individual,US,electronics,True,2
S00736,2023-06-16,individual,US,fashion_vintage,True,1
S00737,2019-10-19,individual,US,watches_jewelry_luxury,True,1
S00738,2025-05-07,individual,US,fashion_vintage,True,2
S00739,2023-08-03,individual,US,fashion_vintage,True,1
S00740,2021-04-19,individual,US,cards_collectibles,True,1
S00741,2021-08-28,individual,US,fashion_vintage,False,1
S00742,2020-12-03,business,US,cards_collectibles,True,1
S00743,2025-06-21,individual,US,fashion_vintage,True,1
S00744,2020-04-23,individual,US,fashion_vintage,True,1
S00745,2022-12-29,individual,US,watches_jewelry_luxury,True,1
S00746,2020-02-16,individual,US,fashion_vintage,True,1
S00747,2025-01-10,individual,US,watches_jewelry_luxury,True,1
S00748,2025-03-13,business,US,electronics,True,1
S00749,2021-08-08,individual,US,watches_jewelry_luxury,True,1
S00750,2021-08-14,individual,US,sneakers_streetwear,True,1
S00751,2023-04-10,individual,US,fashion_vintage,True,1
S00752,2024-06-20,individual,US,fashion_vintage,True,1
S00753,2026-05-07,individual,US,fashion_vintage,True,1
S00754,2026-03-08,individual,US,electronics,True,1
S00755,2024-03-30,individual,US,fashion_vintage,True,3
S00756,2026-05-25,individual,US,watches_jewelry_luxury,False,2
S00757,2020-05-14,individual,US,watches_jewelry_luxury,True,1
S00758,2020-05-08,individual,US,fashion_vintage,True,2
S00759,2021-12-09,individual,CA,fashion_vintage,True,1
S00760,2025-12-20,individual,US,watches_jewelry_luxury,True,1
S00761,2026-06-03,individual,US,watches_jewelry_luxury,True,1
S00762,2019-11-05,individual,US,cards_collectibles,True,2
S00763,2021-05-11,individual,US,fashion_vintage,True,1
S00764,2023-10-26,individual,US,watches_jewelry_luxury,True,1
S00765,2022-05-25,individual,US,fashion_vintage,True,1
S00766,2025-05-30,individual,US,fashion_vintage,True,2
S00767,2022-08-18,individual,US,cards_collectibles,True,2
S00768,2024-06-30,individual,US,watches_jewelry_luxury,True,1
S00769,2025-04-30,individual,US,cards_collectibles,True,1
S00770,2025-02-25,individual,US,fashion_vintage,True,1
S00771,2021-08-17,business,US,electronics,True,1
S00772,2024-10-10,individual,GB,fashion_vintage,True,1
S00773,2021-06-07,individual,GB,watches_jewelry_luxury,False,3
S00774,2023-10-22,individual,US,cards_collectibles,True,1
S00775,2021-06-08,individual,US,fashion_vintage,False,1
S00776,2022-05-17,business,US,watches_jewelry_luxury,True,2
S00777,2025-05-10,individual,US,fashion_vintage,True,2
S00778,2021-01-22,individual,US,cards_collectibles,True,1
S00779,2020-06-17,individual,US,watches_jewelry_luxury,True,1
S00780,2022-06-21,individual,US,fashion_vintage,True,1
S00781,2023-12-26,business,US,electronics,True,1
S00782,2026-04-11,business,US,electronics,False,1
S00783,2022-09-06,business,US,sneakers_streetwear,True,2
S00784,2023-03-03,individual,US,fashion_vintage,True,1
S00785,2025-04-19,business,US,watches_jewelry_luxury,True,1
S00786,2021-06-27,individual,US,watches_jewelry_luxury,True,1
S00787,2026-04-02,individual,US,sneakers_streetwear,True,1
S00788,2025-11-07,individual,US,cards_collectibles,True,1
S00789,2020-05-02,individual,US,fashion_vintage,True,2
S00790,2023-04-23,individual,US,fashion_vintage,True,1
S00791,2021-12-15,business,US,fashion_vintage,False,1
S00792,2026-05-09,individual,US,watches_jewelry_luxury,True,1
S00793,2023-10-22,individual,US,sneakers_streetwear,True,3
S00794,2026-08-05,individual,US,watches_jewelry_luxury,True,1
S00795,2026-04-29,individual,US,sneakers_streetwear,True,2
S00796,2019-09-06,business,US,sneakers_streetwear,True,1
S00797,2021-02-28,individual,US,sneakers_streetwear,True,1
S00798,2019-11-27,individual,US,sneakers_streetwear,True,1
S00799,2026-01-26,individual,US,sneakers_streetwear,True,1
S00800,2023-07-29,individual,US,sneakers_streetwear,True,1
S00801,2021-05-18,individual,US,fashion_vintage,True,1
S00802,2024-06-27,individual,US,cards_collectibles,False,1
S00803,2019-10-09,individual,US,sneakers_streetwear,True,1
S00804,2026-07-02,individual,US,fashion_vintage,True,1
S00805,2024-11-26,individual,US,sneakers_streetwear,True,2
S00806,2020-12-10,individual,US,sneakers_streetwear,True,1
S00807,2025-11-08,individual,US,fashion_vintage,True,2
S00808,2019-12-22,individual,GB,fashion_vintage,True,1
S00809,2020-01-30,individual,CA,fashion_vintage,True,2
S00810,2020-09-28,individual,GB,electronics,True,1
S00811,2021-04-16,individual,US,watches_jewelry_luxury,True,1
S00812,2024-06-04,individual,CA,electronics,True,3
S00813,2020-10-19,individual,US,fashion_vintage,True,1
S00814,2026-07-25,individual,US,fashion_vintage,True,1
S00815,2023-08-26,individual,US,fashion_vintage,True,1
S00816,2024-01-27,individual,US,fashion_vintage,True,1
S00817,2024-12-04,individual,US,sneakers_streetwear,False,1
S00818,2021-01-15,individual,GB,electronics,True,2
S00819,2023-11-21,individual,US,cards_collectibles,True,1
S00820,2023-02-11,individual,US,electronics,False,2
S00821,2025-01-27,individual,US,sneakers_streetwear,True,1
S00822,2024-05-10,business,US,watches_jewelry_luxury,True,1
S00823,2020-11-10,individual,US,electronics,True,1
S00824,2023-08-18,individual,US,sneakers_streetwear,True,1
S00825,2025-10-24,individual,US,fashion_vintage,True,1
S00826,2020-05-06,individual,CA,fashion_vintage,True,1
S00827,2022-04-30,individual,CA,watches_jewelry_luxury,True,1
S00828,2021-08-15,individual,US,fashion_vintage,True,1
S00829,2020-08-31,individual,US,sneakers_streetwear,True,1
S00830,2024-04-01,individual,US,fashion_vintage,True,1
S00831,2026-07-24,individual,US,fashion_vintage,True,1
S00832,2026-06-29,individual,US,electronics,True,2
S00833,2025-09-08,individual,US,watches_jewelry_luxury,True,1
S00834,2021-02-06,individual,US,fashion_vintage,True,1
S00835,2025-03-01,individual,US,sneakers_streetwear,True,2
S00836,2023-09-14,individual,CA,fashion_vintage,True,3
S00837,2024-03-04,business,US,fashion_vintage,False,1
S00838,2020-06-18,individual,US,watches_jewelry_luxury,True,1
S00839,2022-04-08,individual,US,watches_jewelry_luxury,True,1
S00840,2023-12-19,individual,US,fashion_vintage,True,1
S00841,2022-04-15,individual,CA,fashion_vintage,True,1
S00842,2021-05-19,individual,US,cards_collectibles,False,1
S00843,2019-01-11,individual,US,electronics,True,1
S00844,2024-04-20,individual,US,fashion_vintage,True,1
S00845,2024-05-20,individual,US,sneakers_streetwear,True,1
S00846,2025-10-31,individual,US,fashion_vintage,True,1
S00847,2022-04-23,individual,GB,sneakers_streetwear,True,1
S00848,2023-10-13,individual,US,watches_jewelry_luxury,True,1
S00849,2024-07-19,individual,US,fashion_vintage,False,1
S00850,2022-02-19,individual,US,sneakers_streetwear,True,1
S00851,2021-11-14,individual,US,sneakers_streetwear,False,1
S00852,2020-04-29,individual,US,sneakers_streetwear,False,1
S00853,2023-11-01,individual,US,fashion_vintage,True,2
S00854,2026-01-14,business,CA,watches_jewelry_luxury,True,1
S00855,2024-10-27,business,US,sneakers_streetwear,True,1
S00856,2022-07-11,individual,US,sneakers_streetwear,True,2
S00857,2025-09-19,individual,US,electronics,True,1
S00858,2021-04-17,individual,GB,electronics,True,1
S00859,2024-10-11,individual,AU,cards_collectibles,True,1
S00860,2025-03-23,individual,CA,fashion_vintage,True,1
S00861,2022-07-09,individual,US,fashion_vintage,True,1
S00862,2022-05-29,individual,US,sneakers_streetwear,True,2
S00863,2020-11-18,individual,US,watches_jewelry_luxury,True,1
S00864,2025-12-16,individual,US,fashion_vintage,True,1
S00865,2022-04-08,individual,US,fashion_vintage,True,1
S00866,2021-11-04,individual,US,fashion_vintage,True,1
S00867,2022-07-14,individual,FR,cards_collectibles,True,1
S00868,2024-08-30,individual,US,cards_collectibles,True,1
S00869,2025-10-19,business,US,cards_collectibles,True,1
S00870,2023-12-17,individual,GB,electronics,True,2
S00871,2021-08-27,individual,US,watches_jewelry_luxury,True,1
S00872,2023-01-20,individual,US,fashion_vintage,True,1
S00873,2025-08-09,individual,US,fashion_vintage,True,2
S00874,2025-05-14,individual,US,fashion_vintage,True,1
S00875,2021-06-15,individual,US,watches_jewelry_luxury,True,1
S00876,2026-04-27,individual,US,cards_collectibles,True,1
S00877,2022-08-17,individual,GB,electronics,True,1
S00878,2020-01-06,individual,AU,electronics,True,1
S00879,2020-04-03,individual,US,fashion_vintage,False,1
S00880,2022-05-26,individual,US,electronics,False,2
S00881,2024-09-16,business,US,cards_collectibles,True,1
S00882,2023-03-02,individual,US,fashion_vintage,True,2
S00883,2023-12-23,individual,US,fashion_vintage,True,1
S00884,2024-06-15,individual,US,fashion_vintage,True,1
S00885,2023-02-18,individual,US,fashion_vintage,True,1
S00886,2020-10-09,business,US,fashion_vintage,True,1
S00887,2024-03-14,individual,US,electronics,True,1
S00888,2020-04-09,individual,US,electronics,True,1
S00889,2022-08-08,individual,US,electronics,True,1
S00890,2023-01-13,business,US,watches_jewelry_luxury,True,1
S00891,2026-04-19,individual,US,fashion_vintage,True,1
S00892,2020-09-27,individual,US,fashion_vintage,True,1
S00893,2021-03-26,individual,CA,fashion_vintage,True,1
S00894,2021-03-30,individual,US,electronics,True,1
S00895,2020-02-02,individual,US,fashion_vintage,True,1
S00896,2025-10-05,individual,US,fashion_vintage,True,1
S00897,2022-06-13,individual,US,fashion_vintage,True,1
S00898,2025-06-20,individual,US,fashion_vintage,False,1
S00899,2025-12-09,individual,CA,cards_collectibles,True,3
S00900,2021-12-07,individual,US,cards_collectibles,True,1
S00901,2019-12-20,individual,CA,cards_collectibles,True,1
S00902,2023-10-11,business,US,electronics,True,1
S00903,2020-11-04,individual,FR,sneakers_streetwear,True,1
S00904,2024-01-15,individual,US,sneakers_streetwear,False,1
S00905,2022-09-04,individual,US,electronics,True,1
S00906,2024-06-06,individual,US,cards_collectibles,False,2
S00907,2025-07-28,individual,GB,fashion_vintage,True,1
S00908,2025-12-07,individual,US,electronics,True,2
S00909,2025-05-02,individual,AU,fashion_vintage,True,1
S00910,2023-02-28,individual,US,watches_jewelry_luxury,True,1
S00911,2024-07-13,individual,US,electronics,False,2
S00912,2020-01-21,individual,US,sneakers_streetwear,True,1
S00913,2026-07-09,individual,US,watches_jewelry_luxury,True,1
S00914,2023-08-14,individual,US,watches_jewelry_luxury,True,2
S00915,2021-02-19,individual,US,sneakers_streetwear,True,1
S00916,2020-07-12,individual,US,fashion_vintage,False,1
S00917,2020-09-05,individual,US,sneakers_streetwear,True,2
S00918,2022-12-04,individual,US,fashion_vintage,True,1
S00919,2026-03-03,business,US,fashion_vintage,True,2
S00920,2024-08-01,individual,US,electronics,True,2
S00921,2024-02-23,individual,US,electronics,True,1
S00922,2025-04-12,individual,US,cards_collectibles,True,2
S00923,2026-06-24,individual,US,sneakers_streetwear,True,2
S00924,2021-12-25,individual,GB,cards_collectibles,True,1
S00925,2021-08-29,individual,US,fashion_vintage,True,1
S00926,2023-06-06,individual,US,cards_collectibles,True,1
S00927,2022-12-18,individual,US,watches_jewelry_luxury,True,2
S00928,2026-04-23,individual,US,fashion_vintage,True,1
S00929,2023-04-14,individual,US,cards_collectibles,True,1
S00930,2022-02-25,business,US,fashion_vintage,True,3
S00931,2021-05-20,business,US,fashion_vintage,True,1
S00932,2025-04-05,individual,CA,sneakers_streetwear,True,1
S00933,2023-05-27,business,US,electronics,True,1
S00934,2022-02-19,individual,US,fashion_vintage,True,1
S00935,2023-07-24,individual,US,watches_jewelry_luxury,True,1
S00936,2023-11-12,individual,GB,watches_jewelry_luxury,True,1
S00937,2023-07-09,individual,US,fashion_vintage,True,1
S00938,2025-12-20,individual,US,sneakers_streetwear,True,1
S00939,2022-01-17,individual,DE,sneakers_streetwear,True,1
S00940,2021-04-03,individual,CA,sneakers_streetwear,True,1
S00941,2024-02-01,individual,CA,sneakers_streetwear,True,1
S00942,2020-04-19,business,DE,sneakers_streetwear,True,1
S00943,2022-10-24,individual,US,fashion_vintage,True,2
S00944,2025-02-03,individual,FR,sneakers_streetwear,True,1
S00945,2021-01-29,business,US,sneakers_streetwear,True,1
S00946,2026-03-22,individual,US,watches_jewelry_luxury,True,1
S00947,2021-04-02,individual,US,watches_jewelry_luxury,True,1
S00948,2020-04-26,business,US,fashion_vintage,True,1
S00949,2024-07-30,individual,US,fashion_vintage,True,1
S00950,2026-04-26,individual,CA,cards_collectibles,True,1
S00951,2025-04-06,individual,US,fashion_vintage,True,1
S00952,2024-02-25,individual,US,sneakers_streetwear,True,1
S00953,2026-02-25,individual,US,fashion_vintage,True,1
S00954,2022-03-27,individual,CA,sneakers_streetwear,True,1
S00955,2026-02-20,individual,US,watches_jewelry_luxury,True,3
S00956,2021-10-01,individual,US,sneakers_streetwear,False,1
S00957,2023-01-21,individual,US,sneakers_streetwear,True,1
S00958,2022-09-26,individual,US,electronics,True,1
S00959,2020-02-27,individual,US,fashion_vintage,True,1
S00960,2021-04-26,individual,US,fashion_vintage,True,1
S00961,2024-02-07,business,US,cards_collectibles,True,1
S00962,2023-05-29,business,US,watches_jewelry_luxury,True,1
S00963,2020-09-09,individual,CA,electronics,True,1
S00964,2022-04-16,individual,US,fashion_vintage,True,1
S00965,2023-10-26,individual,US,fashion_vintage,True,1
S00966,2021-06-13,individual,US,sneakers_streetwear,True,1
S00967,2022-05-02,individual,US,sneakers_streetwear,True,2
S00968,2025-08-10,individual,US,electronics,True,1
S00969,2024-12-11,individual,US,cards_collectibles,True,1
S00970,2022-12-19,individual,US,cards_collectibles,True,1
S00971,2025-09-21,individual,US,sneakers_streetwear,True,1
S00972,2020-08-27,individual,US,fashion_vintage,True,1
S00973,2024-11-02,individual,US,fashion_vintage,True,1
S00974,2025-09-21,individual,US,watches_jewelry_luxury,True,1
S00975,2025-02-02,individual,US,sneakers_streetwear,True,1
S00976,2021-01-29,individual,US,fashion_vintage,True,1
S00977,2021-11-26,individual,US,fashion_vintage,True,1
S00978,2021-05-08,individual,US,fashion_vintage,True,1
S00979,2021-10-02,individual,US,cards_collectibles,True,1
S00980,2024-12-31,individual,US,fashion_vintage,True,1
S00981,2023-04-24,individual,US,electronics,True,1
