order_id,seller_id,buyer_id,order_ts,category,item_price,shipping_fee,payment_method,buyer_country,order_status
O013156,S01027,B14145,2026-06-17 12:19:50,fashion_vintage,39.9,4.83,card,US,completed
O013157,S00144,B05466,2026-06-17 12:23:26,fashion_vintage,78.54,8.74,card,DE,completed
O013158,S01886,B01850,2026-06-17 12:24:33,fashion_vintage,15.37,8.55,wallet,US,completed
O013159,S00560,B06976,2026-06-17 12:24:47,electronics,273.08,10.45,wallet,US,completed
O013160,S00988,B06124,2026-06-17 12:25:39,cards_collectibles,73.01,5.23,card,FR,completed
O013161,S01425,B11950,2026-06-17 12:26:55,fashion_vintage,17.32,11.86,card,DE,completed
O013162,S01466,B08777,2026-06-17 12:29:05,fashion_vintage,19.22,10.52,card,US,completed
O013163,S00596,B08220,2026-06-17 12:30:23,sneakers_streetwear,156.35,6.26,card,US,completed
O013164,S01602,B10087,2026-06-17 12:31:25,fashion_vintage,17.37,9.33,card,US,completed
O013165,S00465,B01647,2026-06-17 12:31:47,fashion_vintage,2031.4,31.7,card,US,completed
O013166,S01021,B01514,2026-06-17 12:32:44,cards_collectibles,786.1,16.47,wallet,US,completed
O013167,S01787,B06643,2026-06-17 12:33:14,cards_collectibles,199.33,10.33,card,US,completed
O013168,S01475,B13353,2026-06-17 12:34:01,electronics,197.25,12.16,wallet,US,completed
O013169,S01018,B10906,2026-06-17 12:35:52,fashion_vintage,58.55,8.86,card,US,completed
O013170,S00639,B14119,2026-06-17 12:38:50,fashion_vintage,25.99,8.59,card,US,completed
O013171,S00840,B01519,2026-06-17 12:40:05,fashion_vintage,892.77,18.22,card,US,completed
O013172,S00110,B10894,2026-06-17 12:42:22,fashion_vintage,25.27,9.98,card,AU,completed
O013173,S01366,B04102,2026-06-17 12:43:34,fashion_vintage,89.67,11.38,card,US,completed
O013174,S01459,B13977,2026-06-17 12:43:52,fashion_vintage,16.85,4.61,wallet,US,completed
O013175,S01403,B07431,2026-06-17 12:43:56,fashion_vintage,17.34,5.75,card,US,completed
O013176,S01004,B06669,2026-06-17 12:44:42,fashion_vintage,19.02,11.83,card,US,completed
O013177,S00853,B12205,2026-06-17 12:46:19,fashion_vintage,16.61,6.51,card,US,completed
O013178,S00025,B01631,2026-06-17 12:49:44,fashion_vintage,22.13,7.86,card,US,completed
O013179,S00304,B10748,2026-06-17 12:50:04,cards_collectibles,86.87,6.45,wallet,US,completed
O013180,S00560,B12013,2026-06-17 12:51:25,electronics,325.85,12.65,bank,US,completed
O013181,S01232,B06023,2026-06-17 12:52:37,electronics,475.71,15.51,wallet,US,completed
O013182,S01950,B13971,2026-06-17 12:54:01,fashion_vintage,43.65,7.44,card,US,completed
O013183,S00454,B00215,2026-06-17 12:56:50,sneakers_streetwear,258.33,13.66,card,US,completed
O013184,S01734,B05142,2026-06-17 12:58:53,cards_collectibles,23.88,8.06,card,US,completed
O013185,S00251,B13895,2026-06-17 12:58:55,fashion_vintage,59.19,5.42,card,CA,completed
O013186,S00218,B03862,2026-06-17 12:59:11,electronics,119.22,9.51,card,US,completed
O013187,S00637,B02607,2026-06-17 13:01:20,sneakers_streetwear,137.6,11.7,card,US,completed
O013188,S00266,B06520,2026-06-17 13:04:45,sneakers_streetwear,93.07,8.11,card,US,completed
O013189,S01809,B10316,2026-06-17 13:06:41,fashion_vintage,32.22,7.94,card,GB,completed
O013190,S01012,B01347,2026-06-17 13:06:56,sneakers_streetwear,344.71,9.81,card,US,completed
O013191,S01499,B02363,2026-06-17 13:07:11,fashion_vintage,19.64,6.06,bank,US,completed
O013192,S00879,B10242,2026-06-17 13:12:16,fashion_vintage,19.82,8.11,card,US,completed
O013193,S01031,B05320,2026-06-17 13:15:27,sneakers_streetwear,212.46,10.15,card,US,completed
O013194,S01273,B08310,2026-06-17 13:16:00,cards_collectibles,777.31,14.56,wallet,US,completed
O013195,S01272,B00576,2026-06-17 13:17:06,fashion_vintage,,5.86,wallet,US,completed
O013196,S00755,B12205,2026-06-17 13:17:59,fashion_vintage,17.65,10.13,wallet,US,completed
O013197,S01541,B12116,2026-06-17 13:18:54,fashion_vintage,28.67,5.13,card,US,completed
O013198,S01260,B08033,2026-06-17 13:19:41,fashion_vintage,51.06,5.44,wallet,US,completed
O013199,S01459,B05210,2026-06-17 13:20:00,fashion_vintage,19.8,10.16,card,US,completed
O013200,S01936,B00694,2026-06-17 13:24:13,fashion_vintage,54.24,9.15,card,US,completed
O013201,S01481,B13056,2026-06-17 13:24:44,fashion_vintage,93.75,9.4,card,US,completed
O013202,S00063,B05122,2026-06-17 13:24:50,fashion_vintage,16.82,6.71,wallet,US,completed
O013203,S01515,B06000,2026-06-17 13:25:08,fashion_vintage,16.61,7.21,card,US,completed
O013204,S01341,B03083,2026-06-17 13:26:43,fashion_vintage,15.64,8.61,card,US,completed
O013205,S01358,B11122,2026-06-17 13:26:54,fashion_vintage,19.78,4.46,wallet,US,completed
O013206,S00601,B10487,2026-06-17 13:27:25,fashion_vintage,18.89,9.12,card,US,completed
O013207,S01988,B14449,2026-06-17 13:27:33,watches_jewelry_luxury,2479.77,33.84,card,US,completed
O013208,S00184,B14587,2026-06-17 13:28:25,fashion_vintage,20.49,12.03,card,US,completed
O013209,S01144,B07607,2026-06-17 13:28:47,fashion_vintage,78.58,11.02,card,US,completed
O013210,S00617,B10460,2026-06-17 13:30:00,sneakers_streetwear,388.45,13.08,card,US,completed
O013211,S01653,B00817,2026-06-17 13:30:10,sneakers_streetwear,151.0,5.53,card,FR,completed
O013212,S01051,B13101,2026-06-17 13:31:47,fashion_vintage,26.59,11.91,card,US,completed
O013213,S00586,B08065,2026-06-17 13:33:06,fashion_vintage,17.11,9.05,wallet,US,completed
O013214,S00996,B14094,2026-06-17 13:33:08,sneakers_streetwear,90.55,6.84,wallet,US,completed
O013215,S00463,B01454,2026-06-17 13:36:40,electronics,294.9,8.24,wallet,US,completed
O013216,S00650,B09568,2026-06-17 13:38:18,sneakers_streetwear,233.71,8.73,card,US,completed
O013217,S00454,B13799,2026-06-17 13:39:52,sneakers_streetwear,417.97,15.49,card,US,completed
O013218,S01942,B11204,2026-06-17 13:39:55,cards_collectibles,2692.09,32.18,wallet,US,completed
O013219,S00020,B05754,2026-06-17 13:42:09,sneakers_streetwear,86.27,10.94,wallet,CA,completed
O013220,S01464,B02248,2026-06-17 13:46:20,sneakers_streetwear,139.05,10.79,card,US,completed
O013221,S01687,B06018,2026-06-17 13:46:34,fashion_vintage,33.43,9.18,card,US,completed
O013222,S00690,B07560,2026-06-17 13:46:54,fashion_vintage,33.67,6.32,card,US,completed
O013223,S00825,B07683,2026-06-17 13:47:33,fashion_vintage,75.69,7.4,card,US,completed
O013224,S00302,B04296,2026-06-17 13:50:32,fashion_vintage,18.18,11.66,card,GB,completed
O013225,S00034,B07601,2026-06-17 13:51:04,fashion_vintage,43.88,5.9,card,US,completed
O013226,S01773,B08743,2026-06-17 13:51:25,fashion_vintage,17.37,10.68,card,US,completed
O013227,S00526,B02853,2026-06-17 13:51:58,fashion_vintage,22.28,4.39,card,GB,completed
O013228,S01074,B07271,2026-06-17 13:52:04,electronics,190.16,12.84,card,DE,completed
O013229,S01326,B13091,2026-06-17 13:53:19,sneakers_streetwear,109.8,7.17,wallet,US,completed
O013230,S01930,B02713,2026-06-17 13:53:25,fashion_vintage,34.39,7.02,card,US,completed
O013231,S00121,B06599,2026-06-17 13:53:28,fashion_vintage,510.35,15.57,card,US,completed
O013232,S01596,B04389,2026-06-17 13:53:39,sneakers_streetwear,84.51,5.49,wallet,FR,completed
O013233,S01568,B12183,2026-06-17 13:56:00,fashion_vintage,26.1,5.67,card,US,completed
O013234,S00465,B12271,2026-06-17 13:56:15,fashion_vintage,737.98,19.33,bank,US,completed
O013235,S01556,B00233,2026-06-17 13:58:51,fashion_vintage,43.34,11.59,card,US,completed
O013236,S00556,B13366,2026-06-17 13:59:25,sneakers_streetwear,210.69,9.79,card,US,completed
O013237,S01159,B04092,2026-06-17 14:00:22,sneakers_streetwear,234.68,14.01,card,US,completed
O013238,S01372,B03496,2026-06-17 14:01:31,fashion_vintage,46.02,10.41,wallet,US,completed
O013239,S00121,B08405,2026-06-17 14:01:44,fashion_vintage,1656.17,22.09,card,US,completed
O013240,S00658,B08879,2026-06-17 14:02:25,fashion_vintage,19.06,5.77,wallet,US,cancelled
O013241,S01420,B12216,2026-06-17 14:04:35,fashion_vintage,41.18,8.9,card,US,completed
O013242,S01790,B07108,2026-06-17 14:05:42,fashion_vintage,19.81,4.43,card,US,completed
O013243,S00556,B01523,2026-06-17 14:08:21,sneakers_streetwear,363.73,15.16,card,US,completed
O013244,S01828,B01691,2026-06-17 14:09:34,sneakers_streetwear,87.33,5.01,wallet,CA,completed
O013245,S01825,B08632,2026-06-17 14:11:05,sneakers_streetwear,146.21,7.84,wallet,US,completed
O013246,S01027,B02827,2026-06-17 14:11:11,fashion_vintage,21.72,7.32,wallet,US,completed
O013247,S01453,B01817,2026-06-17 14:12:17,sneakers_streetwear,87.59,12.04,card,US,completed
O013248,S01584,B14790,2026-06-17 14:12:26,sneakers_streetwear,210.47,9.79,bank,US,completed
O013249,S00226,B04160,2026-06-17 14:12:47,cards_collectibles,43.45,7.58,card,US,completed
O013250,S01986,B10242,2026-06-17 14:14:09,sneakers_streetwear,237.13,9.91,card,DE,completed
O013251,S01493,B01534,2026-06-17 14:14:13,fashion_vintage,44.42,9.51,wallet,US,completed
O013252,S00629,B03744,2026-06-17 14:14:31,fashion_vintage,44.83,7.53,card,US,completed
O013253,S00866,B09761,2026-06-17 14:16:41,fashion_vintage,17.4,5.17,wallet,US,completed
O013254,S00783,B05891,2026-06-17 14:16:44,sneakers_streetwear,177.66,10.77,card,US,completed
O013255,S01839,B08695,2026-06-17 14:17:50,fashion_vintage,36.6,11.18,wallet,US,completed
O013256,S00823,B13601,2026-06-17 14:19:45,electronics,167.22,12.57,card,US,completed
O013257,S00367,B04782,2026-06-17 14:21:07,cards_collectibles,315.39,13.29,card,US,completed
O013258,S00621,B05823,2026-06-17 14:21:12,fashion_vintage,26.33,10.32,card,US,completed
O013259,S00556,B12760,2026-06-17 14:23:31,sneakers_streetwear,208.6,14.05,bank,US,completed
O013260,S01012,B09953,2026-06-17 14:23:44,sneakers_streetwear,184.37,12.09,wallet,US,completed
O013261,S01322,B08544,2026-06-17 14:23:45,fashion_vintage,40.52,11.03,card,US,completed
O013262,S00560,B05623,2026-06-17 14:24:02,electronics,232.54,12.19,wallet,US,completed
O013263,S01989,B00506,2026-06-17 14:24:26,fashion_vintage,19.57,7.27,card,AU,completed
O013264,S00741,B13233,2026-06-17 14:27:41,fashion_vintage,29.46,10.29,card,US,completed
O013265,S01736,B02736,2026-06-17 14:28:02,fashion_vintage,16.19,10.62,card,US,completed
O013266,S00412,B01940,2026-06-17 14:29:11,fashion_vintage,15.82,8.68,card,DE,completed
O013267,S00209,B11212,2026-06-17 14:31:57,electronics,354.49,8.03,card,US,completed
O013268,S00412,B04117,2026-06-17 14:35:22,fashion_vintage,16.79,4.75,wallet,DE,completed
O013268,S00412,B04117,2026-06-17 14:35:22,fashion_vintage,16.79,4.75,wallet,DE,completed
O013269,S01344,B03585,2026-06-17 14:38:00,electronics,2189.18,31.9,wallet,US,completed
O013270,S01648,B12205,2026-06-17 14:39:05,fashion_vintage,23.6,8.13,card,US,completed
O013271,S00680,B03777,2026-06-17 14:41:15,fashion_vintage,23.62,11.9,card,US,completed
O013272,S01188,B12917,2026-06-17 14:42:54,fashion_vintage,21.63,7.82,wallet,US,completed
O013273,S01622,B00869,2026-06-17 14:44:17,fashion_vintage,27.13,7.05,wallet,US,completed
O013274,S01348,B11104,2026-06-17 14:45:16,fashion_vintage,21.57,12.05,card,US,completed
O013275,S00580,B12696,2026-06-17 14:46:48,cards_collectibles,20.32,4.77,card,US,completed
O013276,S00341,B14669,2026-06-17 14:49:05,fashion_vintage,22.89,9.51,card,US,completed
O013277,S00834,B04566,2026-06-17 14:49:57,fashion_vintage,59.52,10.78,card,US,completed
O013278,S01024,B05951,2026-06-17 14:50:16,sneakers_streetwear,209.0,14.04,card,US,completed
O013279,S00652,B02306,2026-06-17 14:53:45,fashion_vintage,34.32,9.49,card,US,completed
O013280,S00780,B11148,2026-06-17 14:55:39,fashion_vintage,72.49,7.56,wallet,US,completed
O013281,S00751,B13233,2026-06-17 14:56:21,fashion_vintage,56.65,8.59,bank,US,completed
O013282,S01405,B14310,2026-06-17 14:57:38,electronics,203.95,8.1,wallet,US,completed
O013283,S00069,B05840,2026-06-17 15:01:07,fashion_vintage,25.46,6.88,wallet,GB,completed
O013284,S00522,B08955,2026-06-17 15:01:30,fashion_vintage,20.89,7.76,card,US,completed
O013285,S01578,B06669,2026-06-17 15:07:03,fashion_vintage,56.93,9.85,card,US,completed
O013286,S01558,B04133,2026-06-17 15:08:04,fashion_vintage,16.8,8.6,wallet,US,completed
O013287,S01906,B02106,2026-06-17 15:11:02,fashion_vintage,29.38,10.32,wallet,US,completed
O013288,S00673,B06124,2026-06-17 15:11:19,sneakers_streetwear,135.3,10.91,card,US,completed
O013288,S00673,B06124,2026-06-17 15:11:19,sneakers_streetwear,135.3,10.91,card,US,completed
O013289,S00717,B14531,2026-06-17 15:11:40,sneakers_streetwear,151.26,11.33,card,AU,completed
O013290,S00169,B14615,2026-06-17 15:13:08,fashion_vintage,83.89,8.91,card,US,completed
O013291,S00168,B11535,2026-06-17 15:16:54,fashion_vintage,66.82,11.75,card,US,completed
O013292,S01506,B05525,2026-06-17 15:18:12,fashion_vintage,17.0,10.47,card,US,completed
O013293,S00497,B12760,2026-06-17 15:19:50,fashion_vintage,46.02,8.08,card,DE,completed
O013294,S00800,B05992,2026-06-17 15:21:00,sneakers_streetwear,90.58,9.56,card,US,completed
O013295,S01595,B01691,2026-06-17 15:21:21,fashion_vintage,27.47,8.57,card,US,cancelled
O013296,S00771,B13802,2026-06-17 15:24:39,electronics,215.34,6.53,card,US,completed
O013297,S01367,B07677,2026-06-17 15:24:59,fashion_vintage,23.23,7.52,bank,US,completed
O013298,S01407,B12850,2026-06-17 15:25:45,watches_jewelry_luxury,,12.32,card,DE,completed
O013299,S00293,B11534,2026-06-17 15:27:46,fashion_vintage,16.93,5.7,card,US,completed
O013300,S00525,B00050,2026-06-17 15:29:33,cards_collectibles,57.25,8.51,bank,US,completed
O013301,S00116,B08347,2026-06-17 15:30:55,fashion_vintage,48.71,5.97,wallet,US,completed
O013302,S00505,B06669,2026-06-17 15:31:30,fashion_vintage,17.91,5.78,card,US,completed
O013303,S00771,B14781,2026-06-17 15:31:58,electronics,277.07,12.93,card,US,completed
O013304,S01936,B01425,2026-06-17 15:32:23,fashion_vintage,45.81,5.52,card,US,completed
O013305,S00596,B10919,2026-06-17 15:33:27,sneakers_streetwear,177.72,11.25,card,US,completed
O013306,S01314,B03465,2026-06-17 15:33:41,cards_collectibles,107.43,6.86,bank,DE,completed
O013307,S01767,B06877,2026-06-17 15:35:13,fashion_vintage,71.09,12.53,card,US,completed
O013308,S00567,B07519,2026-06-17 15:35:15,sneakers_streetwear,148.42,5.56,card,DE,completed
O013309,S00722,B03547,2026-06-17 15:36:19,electronics,526.47,15.43,card,US,completed
O013310,S00184,B01691,2026-06-17 15:44:47,fashion_vintage,19.21,11.22,card,US,completed
O013311,S00025,B00247,2026-06-17 15:46:37,fashion_vintage,23.76,10.62,card,US,completed
O013312,S00516,B13216,2026-06-17 15:47:22,fashion_vintage,35.34,7.14,card,CA,refunded
O013313,S00221,B14311,2026-06-17 15:49:19,fashion_vintage,24.37,4.86,bank,US,completed
O013314,S01221,B01347,2026-06-17 15:49:52,fashion_vintage,43.69,11.83,card,US,completed
O013315,S01594,B04240,2026-06-17 15:54:19,sneakers_streetwear,104.38,12.21,wallet,US,completed
O013316,S00825,B11924,2026-06-17 15:54:40,fashion_vintage,101.79,11.53,card,US,completed
O013317,S00211,B13204,2026-06-17 15:55:51,fashion_vintage,26.94,10.64,wallet,DE,completed
O013318,S01989,B12370,2026-06-17 15:59:57,fashion_vintage,,6.95,card,AU,completed
O013319,S00320,B04583,2026-06-17 16:00:18,fashion_vintage,46.68,7.59,wallet,US,completed
O013320,S00399,B06669,2026-06-17 16:01:05,fashion_vintage,22.44,10.5,card,US,completed
O013321,S00288,B11436,2026-06-17 16:01:21,fashion_vintage,64.9,9.77,wallet,US,completed
O013322,S01090,B01203,2026-06-17 16:06:29,fashion_vintage,56.54,6.9,card,AU,completed
O013323,S01663,B02660,2026-06-17 16:07:52,sneakers_streetwear,84.88,8.1,card,US,completed
O013324,S01225,B05611,2026-06-17 16:08:45,fashion_vintage,15.51,6.79,card,US,completed
O013325,S01578,B06867,2026-06-17 16:09:06,fashion_vintage,21.84,8.01,card,US,completed
O013326,S00996,B14452,2026-06-17 16:10:44,sneakers_streetwear,138.44,5.79,card,US,completed
O013327,S00964,B06285,2026-06-17 16:10:46,fashion_vintage,42.45,7.3,wallet,US,completed
O013328,S01775,B04694,2026-06-17 16:12:20,fashion_vintage,17.64,4.84,card,US,completed
O013329,S00840,B11971,2026-06-17 16:15:06,fashion_vintage,985.71,18.88,card,US,completed
O013330,S01493,B03861,2026-06-17 16:15:16,fashion_vintage,57.62,6.33,card,US,completed
O013331,S01573,B14436,2026-06-17 16:21:09,fashion_vintage,43.96,9.17,wallet,US,completed
O013332,S00512,B03823,2026-06-17 16:21:27,sneakers_streetwear,153.81,8.56,card,US,completed
O013333,S00121,B10896,2026-06-17 16:22:00,fashion_vintage,230.14,7.48,wallet,US,completed
O013334,S00197,B09025,2026-06-17 16:22:09,cards_collectibles,79.13,9.39,wallet,US,completed
O013335,S01728,B10525,2026-06-17 16:22:32,fashion_vintage,16.76,10.36,card,US,refunded
O013336,S01696,B08122,2026-06-17 16:29:06,sneakers_streetwear,88.13,8.16,card,US,completed
O013337,S00359,B00045,2026-06-17 16:29:50,fashion_vintage,24.21,7.09,card,US,completed
O013338,S01051,B06544,2026-06-17 16:32:34,fashion_vintage,15.37,10.65,card,US,completed
O013339,S00398,B07530,2026-06-17 16:32:58,fashion_vintage,43.19,7.88,card,US,completed
O013340,S01982,B09383,2026-06-17 16:35:56,fashion_vintage,28.85,11.31,wallet,CA,completed
O013341,S01091,B06669,2026-06-17 16:38:26,sneakers_streetwear,108.06,8.9,card,US,completed
O013342,S01031,B12935,2026-06-17 16:40:34,sneakers_streetwear,314.32,13.51,wallet,US,completed
O013343,S01601,B03694,2026-06-17 16:42:41,fashion_vintage,23.2,9.23,wallet,US,completed
O013344,S00094,B10093,2026-06-17 16:44:50,watches_jewelry_luxury,1126.92,17.51,card,US,completed
O013345,S01126,B06458,2026-06-17 16:45:06,electronics,253.11,9.6,card,US,completed
O013346,S01891,B06124,2026-06-17 16:45:07,sneakers_streetwear,270.32,13.84,card,US,completed
O013347,S01900,B07652,2026-06-17 16:46:04,watches_jewelry_luxury,1324.33,24.11,card,US,refunded
O013348,S01977,B14233,2026-06-17 16:46:47,cards_collectibles,31.66,11.65,card,US,completed
O013349,S01834,B03083,2026-06-17 16:48:00,fashion_vintage,35.92,10.8,card,US,completed
O013350,S00168,B02512,2026-06-17 16:49:33,fashion_vintage,18.8,7.5,card,US,completed
O013351,S00616,B04117,2026-06-17 16:50:12,fashion_vintage,81.3,11.07,card,US,completed
O013352,S01032,B12864,2026-06-17 16:51:16,fashion_vintage,68.52,10.82,wallet,US,completed
O013353,S01535,B07234,2026-06-17 16:57:06,sneakers_streetwear,143.52,10.19,card,US,completed
O013354,S01936,B11436,2026-06-17 16:58:27,fashion_vintage,30.8,8.91,card,US,completed
O013355,S00890,B10660,2026-06-17 17:01:43,watches_jewelry_luxury,1828.27,23.53,bank,US,completed
O013356,S00298,B09946,2026-06-17 17:02:30,cards_collectibles,102.96,8.1,card,US,completed
O013357,S01777,B10234,2026-06-17 17:02:35,fashion_vintage,60.68,6.56,card,US,completed
O013358,S01579,B06530,2026-06-17 17:03:14,sneakers_streetwear,94.38,10.87,bank,US,completed
O013359,S01664,B04833,2026-06-17 17:05:04,electronics,311.4,13.31,card,US,completed
O013360,S00471,B00470,2026-06-17 17:06:49,sneakers_streetwear,125.99,7.41,wallet,DE,completed
O013361,S01417,B01303,2026-06-17 17:08:12,fashion_vintage,16.92,6.59,card,US,completed
O013362,S00840,B10242,2026-06-17 17:09:49,fashion_vintage,185.98,9.05,card,US,completed
O013363,S01159,B13395,2026-06-17 17:10:30,sneakers_streetwear,132.62,11.02,card,US,completed
O013364,S00585,B07667,2026-06-17 17:11:24,fashion_vintage,53.45,4.78,card,US,completed
O013365,S00943,B00863,2026-06-17 17:14:15,fashion_vintage,22.03,10.36,wallet,US,completed
O013366,S01128,B02879,2026-06-17 17:15:21,fashion_vintage,58.95,8.27,card,US,completed
O013367,S01154,B14140,2026-06-17 17:15:43,fashion_vintage,20.97,10.41,bank,CA,completed
O013368,S01343,B12905,2026-06-17 17:16:14,sneakers_streetwear,128.17,5.77,card,US,completed
O013369,S00123,B04328,2026-06-17 17:16:28,fashion_vintage,25.31,7.11,bank,US,completed
O013370,S00593,B03491,2026-06-17 17:18:54,fashion_vintage,18.63,9.43,wallet,US,completed
O013371,S01021,B00304,2026-06-17 17:20:21,cards_collectibles,208.05,11.59,card,US,completed
O013372,S01360,B06231,2026-06-17 17:20:52,fashion_vintage,33.29,6.13,card,US,completed
O013373,S01242,B01546,2026-06-17 17:23:32,electronics,122.45,8.83,card,US,completed
O013374,S01524,B08698,2026-06-17 17:25:48,fashion_vintage,27.34,7.2,card,US,completed
O013375,S01090,B08653,2026-06-17 17:26:50,fashion_vintage,23.91,11.6,wallet,AU,completed
O013376,S01546,B08828,2026-06-17 17:28:44,fashion_vintage,34.07,7.58,card,US,completed
O013377,S01229,B09902,2026-06-17 17:29:21,electronics,101.06,7.95,card,US,completed
O013378,S00544,B08240,2026-06-17 17:31:46,sneakers_streetwear,83.86,9.3,card,US,completed
O013379,S01931,B02887,2026-06-17 17:32:17,fashion_vintage,32.87,5.4,bank,US,completed
O013380,S00613,B08404,2026-06-17 17:32:27,fashion_vintage,16.16,9.05,card,US,completed
O013381,S00137,B10242,2026-06-17 17:33:11,electronics,276.22,12.83,card,US,completed
O013382,S00029,B13841,2026-06-17 17:33:48,fashion_vintage,32.27,9.98,card,US,completed
O013383,S01503,B01347,2026-06-17 17:37:05,sneakers_streetwear,146.14,9.06,card,US,completed
O013384,S00896,B11436,2026-06-17 17:37:51,fashion_vintage,23.69,10.46,bank,US,completed
O013385,S00406,B14459,2026-06-17 17:41:29,fashion_vintage,16.71,9.57,card,CA,completed
O013386,S01457,B01788,2026-06-17 17:41:34,watches_jewelry_luxury,1116.98,16.21,card,US,completed
O013387,S00416,B12100,2026-06-17 17:42:09,fashion_vintage,24.53,4.92,card,US,completed
O013388,S00331,B03051,2026-06-17 17:43:34,fashion_vintage,15.95,9.02,card,US,completed
O013389,S00666,B13902,2026-06-17 17:46:24,fashion_vintage,25.59,10.15,card,US,completed
O013390,S01335,B05581,2026-06-17 17:48:16,electronics,112.65,5.49,card,US,completed
O013391,S01090,B13383,2026-06-17 17:49:26,fashion_vintage,60.67,6.17,card,AU,completed
O013392,S00315,B04389,2026-06-17 17:49:28,fashion_vintage,36.2,5.99,card,FR,cancelled
O013393,S01584,B06669,2026-06-17 17:51:23,sneakers_streetwear,165.62,13.35,card,US,completed
O013394,S00481,B12027,2026-06-17 17:52:58,fashion_vintage,15.6,11.77,card,US,completed
O013395,S00390,B10240,2026-06-17 17:53:31,fashion_vintage,38.12,10.94,wallet,US,completed
O013396,S01612,B00248,2026-06-17 17:53:43,fashion_vintage,60.37,12.52,card,US,completed
O013397,S00184,B00592,2026-06-17 17:55:24,fashion_vintage,25.66,5.15,card,US,completed
O013398,S01608,B03220,2026-06-17 17:57:13,fashion_vintage,19.01,11.49,card,US,completed
O013399,S01025,B06101,2026-06-17 17:57:16,cards_collectibles,356.01,13.65,card,US,completed
O013400,S00238,B05022,2026-06-17 17:57:39,fashion_vintage,45.26,7.49,card,US,completed
O013401,S01577,B12280,2026-06-17 17:58:20,cards_collectibles,119.19,7.91,wallet,US,completed
O013402,S01558,B07151,2026-06-17 18:01:02,fashion_vintage,16.57,10.8,card,US,completed
O013403,S01663,B11720,2026-06-17 18:01:04,sneakers_streetwear,162.42,12.32,card,US,completed
O013404,S01962,B04117,2026-06-17 18:01:23,cards_collectibles,28.78,5.98,card,US,completed
O013405,S01370,B08336,2026-06-17 18:01:44,fashion_vintage,84.19,7.16,card,US,completed
O013406,S01986,B13154,2026-06-17 18:02:33,sneakers_streetwear,183.82,11.36,card,US,completed
O013407,S00965,B08698,2026-06-17 18:03:39,fashion_vintage,32.06,11.68,card,US,completed
O013408,S01930,B09187,2026-06-17 18:03:47,fashion_vintage,15.43,4.83,card,US,completed
O013409,S01498,B13601,2026-06-17 18:04:04,fashion_vintage,40.92,9.64,card,US,completed
O013410,S01986,B05787,2026-06-17 18:05:46,sneakers_streetwear,243.13,10.27,card,US,completed
O013411,S00625,B14294,2026-06-17 18:06:31,fashion_vintage,15.47,6.84,wallet,CA,refunded
O013412,S00300,B03670,2026-06-17 18:07:24,fashion_vintage,15.85,8.17,wallet,US,completed
O013413,S01986,B07842,2026-06-17 18:07:45,sneakers_streetwear,161.51,12.16,card,US,completed
O013414,S01622,B06669,2026-06-17 18:08:15,fashion_vintage,17.6,10.74,card,US,completed
O013415,S01037,B02887,2026-06-17 18:08:51,fashion_vintage,23.3,10.57,card,US,completed
O013416,S01864,B00341,2026-06-17 18:09:41,sneakers_streetwear,139.09,6.73,wallet,US,cancelled
O013417,S00397,B09837,2026-06-17 18:09:58,fashion_vintage,56.49,12.2,wallet,US,completed
O013418,S01513,B06874,2026-06-17 18:10:42,cards_collectibles,123.23,12.51,card,GB,completed
O013419,S00161,B07605,2026-06-17 18:10:44,electronics,281.68,14.78,card,CA,completed
O013420,S00593,B13442,2026-06-17 18:11:41,fashion_vintage,20.59,6.9,wallet,US,refunded
O013421,S00475,B08404,2026-06-17 18:12:09,FASHION_VINTAGE ,26.22,5.08,card,US,completed
O013422,S00331,B13799,2026-06-17 18:12:39,fashion_vintage,45.86,7.25,card,US,completed
O013423,S01322,B03437,2026-06-17 18:13:32,fashion_vintage,82.81,12.74,wallet,US,completed
O013424,S00620,B13650,2026-06-17 18:15:14,electronics,167.12,11.66,wallet,CA,completed
O013425,S01540,B12206,2026-06-17 18:15:29,cards_collectibles,999.61,20.94,bank,US,completed
O013426,S00653,B13011,2026-06-17 18:15:34,fashion_vintage,46.47,10.49,card,US,completed
O013427,S00191,B14790,2026-06-17 18:15:40,sneakers_streetwear,94.64,9.42,card,GB,completed
O013428,S00184,B10094,2026-06-17 18:16:11,fashion_vintage,24.88,9.76,card,US,completed
O013429,S00556,B08063,2026-06-17 18:16:24,sneakers_streetwear,345.28,14.3,card,US,completed
O013430,S01629,B10731,2026-06-17 18:18:40,fashion_vintage,36.62,7.82,card,US,completed
O013431,S01567,B01986,2026-06-17 18:20:48,fashion_vintage,18.92,5.17,wallet,US,completed
O013432,S01364,B08886,2026-06-17 18:21:23,fashion_vintage,15.57,10.95,bank,US,completed
O013433,S01643,B08907,2026-06-17 18:21:46,fashion_vintage,17.34,9.06,card,US,completed
O013434,S00795,B05272,2026-06-17 18:23:56,sneakers_streetwear,91.44,11.73,card,US,completed
O013435,S01891,B14625,2026-06-17 18:24:59,sneakers_streetwear,536.75,15.7,wallet,US,completed
O013436,S02000,B13154,2026-06-17 18:25:05,cards_collectibles,70.79,9.15,card,US,completed
O013437,S01393,B05584,2026-06-17 18:25:22,cards_collectibles,22.82,8.72,card,US,refunded
O013438,S00180,B11699,2026-06-17 18:25:30,sneakers_streetwear,193.71,13.3,card,FR,completed
