payout_id,seller_id,payout_ts,amount,payout_type,bank_account_id,payout_status
P004727,S00421,2026-06-29 09:00:00,856.56,scheduled,BA00413,paid
P004728,S00879,2026-06-29 09:00:00,290.29,scheduled,BA01477,paid
P004729,S00710,2026-06-29 09:00:00,170.46,scheduled,BA02316,paid
P004730,S01032,2026-06-29 09:00:00,211.06,scheduled,BA02204,paid
P004731,S00385,2026-06-29 09:00:00,1387.78,scheduled,BA00566,paid
P004732,S01467,2026-06-29 09:00:00,238.46,scheduled,BA00845,paid
P004733,S01195,2026-06-29 09:00:00,163.49,scheduled,BA01872,failed
P004734,S00379,2026-06-29 09:00:00,140.42,scheduled,BA00090,paid
P004735,S00766,2026-06-29 09:00:00,101.9,scheduled,BA00100,paid
P004736,S01136,2026-06-29 09:00:00,14.31,scheduled,BA01735,paid
P004737,S00165,2026-06-29 09:00:00,41.98,scheduled,BA02122,paid
P004738,S01970,2026-06-29 09:00:00,105.78,scheduled,BA00380,paid
P004739,S01941,2026-06-29 09:00:00,315.47,scheduled,BA01640,paid
P004740,S00853,2026-06-29 09:00:00,156.38,scheduled,BA01488,paid
P004741,S00244,2026-06-29 09:00:00,169.97,scheduled,BA02279,paid
P004742,S00795,2026-06-29 09:00:00,93.43,scheduled,BA01641,paid
P004743,S01152,2026-06-29 09:00:00,57.75,scheduled,BA01117,paid
P004744,S00887,2026-06-29 09:00:00,2117.83,scheduled,BA02360,paid
P004745,S01067,2026-06-29 09:00:00,264.56,scheduled,BA00916,paid
P004746,S00633,2026-06-29 09:00:00,39.63,scheduled,BA02055,paid
P004747,S01162,2026-06-29 09:00:00,400.88,scheduled,BA00412,paid
P004748,S00284,2026-06-29 09:00:00,734.05,scheduled,BA00363,reversed
P004749,S01496,2026-06-29 09:00:00,101.67,scheduled,BA00846,paid
P004750,S01722,2026-06-29 09:00:00,87.38,scheduled,BA01378,paid
P004751,S01423,2026-06-29 09:00:00,370.73,scheduled,BA00256,paid
P004752,S01818,2026-06-29 09:00:00,899.18,scheduled,BA01860,paid
P004753,S00326,2026-06-29 09:00:00,1571.57,scheduled,BA00580,paid
P004754,S00755,2026-06-29 09:00:00,61.34,scheduled,BA00917,paid
P004755,S01788,2026-06-29 09:00:00,262.77,scheduled,BA00334,paid
P004756,S01023,2026-06-29 09:00:00,152.31,scheduled,BA00087,paid
P004757,S01608,2026-06-29 09:00:00,179.31,scheduled,BA02120,paid
P004758,S01900,2026-06-29 09:00:00,703.48,scheduled,BA01338,paid
P004759,S00319,2026-06-29 09:00:00,230.7,scheduled,BA02318,paid
P004760,S01581,2026-06-29 09:00:00,448.3,scheduled,BA00757,paid
P004761,S00158,2026-06-29 09:00:00,124.48,scheduled,BA01505,paid
P004762,S00891,2026-06-29 09:00:00,90.86,scheduled,BA01707,paid
P004763,S01757,2026-06-29 09:00:00,6561.17,scheduled,BA00116,paid
P004764,S00440,2026-06-29 09:00:00,798.93,scheduled,BA00829,paid
P004765,S01292,2026-06-29 09:00:00,238.5,scheduled,BA00837,paid
P004766,S01011,2026-06-29 09:00:00,96.07,scheduled,BA00743,failed
P004767,S00001,2026-06-29 09:00:00,112.44,scheduled,BA00547,paid
P004768,S01723,2026-06-29 09:00:00,1554.74,scheduled,BA00325,paid
P004769,S01582,2026-06-29 09:00:00,1106.6,scheduled,BA00368,paid
P004770,S00897,06/29/2026 09:00,156.55,scheduled,BA00942,paid
P004771,S00547,2026-06-29 09:00:00,59.33,scheduled,BA01278,paid
P004772,S01850,2026-06-29 09:00:00,345.28,scheduled,BA00585,paid
P004773,S00542,2026-06-29 09:00:00,1896.37,scheduled,BA01704,paid
P004774,S01363,2026-06-29 09:00:00,8673.76,scheduled,BA00118,paid
P004775,S00295,2026-06-29 09:00:00,85.98,scheduled,BA02355,paid
P004776,S01586,2026-06-29 09:00:00,138.41,scheduled,BA02091,paid
P004777,S00414,2026-06-29 09:00:00,1617.48,scheduled,BA01281,paid
P004778,S00894,2026-06-29 09:00:00,10232.95,scheduled,BA00115,paid
P004779,S01284,2026-06-29 09:00:00,9941.61,scheduled,BA00114,paid
P004780,S00230,2026-06-29 09:00:00,133.15,scheduled,BA00326,paid
P004781,S01183,2026-06-29 09:00:00,240.03,scheduled,BA01340,paid
P004782,S00137,2026-06-29 09:00:00,399.38,scheduled,BA00373,paid
P004783,S00079,2026-06-29 09:00:00,674.88,scheduled,BA00247,paid
P004784,S01212,2026-06-29 09:00:00,52.69,scheduled,BA01110,paid
P004785,S00271,2026-06-29 09:00:00,63.52,scheduled,BA01134,paid
P004786,S00937,2026-06-29 09:00:00,247.94,scheduled,BA02229,paid
P004787,S00267,2026-06-29 09:00:00,89.5,scheduled,BA02320,paid
P004788,S01810,2026-06-29 09:00:00,99.41,scheduled,BA00939,paid
P004789,S00675,2026-06-29 09:00:00,56.14,scheduled,BA01905,paid
P004790,S00375,2026-06-29 09:00:00,103.27,scheduled,BA01702,paid
P004791,S01955,2026-06-29 09:00:00,416.79,scheduled,BA02271,paid
P004792,S00699,2026-06-29 09:00:00,97.85,scheduled,BA02046,paid
P004793,S01405,2026-06-29 09:00:00,592.83,scheduled,BA00746,paid
P004794,S01340,2026-06-29 09:00:00,198.49,scheduled,BA01341,paid
P004795,S01178,2026-06-29 09:00:00,2416.01,scheduled,BA02348,paid
P004796,S01628,2026-06-29 09:00:00,188.81,scheduled,BA01876,paid
P004797,S00655,2026-06-29 09:00:00,23.55,scheduled,BA00944,paid
P004798,S01208,2026-06-29 09:00:00,209.1,scheduled,BA01742,paid
P004799,S00916,2026-06-29 09:00:00,13.83,scheduled,BA01623,paid
P004800,S00557,2026-06-29 09:00:00,248.4,scheduled,BA00563,paid
P004801,S00111,2026-06-29 09:00:00,1013.14,scheduled,BA01795,paid
P004802,S01247,2026-06-29 09:00:00,132.03,scheduled,BA01874,paid
P004803,S01224,2026-06-29 09:00:00,236.74,scheduled,BA00947,paid
P004804,S01392,2026-06-29 09:00:00,3071.73,scheduled,BA00433,paid
P004805,S00678,2026-06-29 09:00:00,57.24,scheduled,BA00371,paid
P004806,S00525,2026-06-29 09:00:00,210.16,scheduled,BA00260,paid
P004807,S01809,2026-06-29 09:00:00,440.31,scheduled,BA01343,paid
P004808,S00463,2026-06-29 09:00:00,712.07,scheduled,BA01706,paid
P004809,S00233,2026-06-29 09:00:00,173.8,scheduled,BA00948,paid
P004810,S01763,2026-06-29 09:00:00,539.13,scheduled,BA02044,paid
P004811,S01925,2026-06-29 09:00:00,783.11,scheduled,BA00736,paid
P004812,S00684,2026-06-29 09:00:00,440.46,scheduled,BA01906,paid
P004813,S01939,2026-06-29 09:00:00,39.64,scheduled,BA01276,paid
P004814,S00573,2026-06-29 09:00:00,196.19,scheduled,BA01852,paid
P004815,S00892,2026-06-29 09:00:00,15.17,scheduled,BA01964,paid
P004816,S01595,2026-06-29 09:00:00,461.82,scheduled,BA01390,paid
P004817,S01825,2026-06-29 09:00:00,605.08,scheduled,BA01624,paid
P004818,S00594,2026-06-29 09:00:00,97.14,scheduled,BA01507,paid
P004819,S01272,2026-06-29 09:00:00,276.43,scheduled,BA02092,paid
P004820,S01904,2026-06-29 09:00:00,41.73,scheduled,BA00831,paid
P004821,S00398,2026-06-29 09:00:00,166.25,scheduled,BA00741,paid
P004822,S00728,2026-06-29 09:00:00,165.46,scheduled,BA01472,paid
P004823,S00909,2026-06-29 09:00:00,288.31,scheduled,BA01387,paid
P004824,S01711,2026-06-29 09:00:00,137.8,scheduled,BA01109,paid
P004825,S00302,2026-06-29 09:00:00,56.94,scheduled,BA01621,paid
P004826,S00552,2026-06-29 09:00:00,917.42,scheduled,BA00431,paid
P004827,S00812,2026-06-29 09:00:00,214.54,scheduled,BA00737,paid
P004828,S01412,2026-06-29 09:00:00,444.88,scheduled,BA01277,paid
P004829,S01206,2026-06-29 09:00:00,15.57,scheduled,BA00740,paid
P004830,S00873,2026-06-29 09:00:00,101.84,scheduled,BA01158,paid
P004831,S01984,2026-06-29 09:00:00,91.53,scheduled,BA00372,paid
P004832,S00908,2026-06-29 09:00:00,197.44,scheduled,BA02132,paid
P004833,S01719,2026-06-29 09:00:00,92.5,scheduled,BA02045,paid
P004834,S01735,2026-06-29 09:00:00,61.9,scheduled,BA00836,paid
P004835,S00176,2026-06-29 09:00:00,264.73,scheduled,BA02270,paid
P004836,S00933,2026-06-29 09:00:00,184.15,scheduled,BA01342,paid
P004837,S01876,2026-06-29 09:00:00,313.17,scheduled,BA01853,paid
P004838,S01999,2026-06-29 09:00:00,20.11,scheduled,BA00938,paid
P004839,S01425,2026-06-29 09:00:00,54.26,scheduled,BA00428,paid
P004840,S01967,2026-06-29 09:00:00,178.49,scheduled,BA00754,paid
P004841,S01862,2026-06-29 09:00:00,296.38,scheduled,BA01903,paid
P004842,S00443,2026-06-29 09:00:00,104.1,scheduled,BA01285,paid
P004843,S01307,2026-06-29 09:00:00,410.52,scheduled,BA00564,paid
P004844,S01840,2026-06-29 09:00:00,130.67,scheduled,BA01629,paid
P004845,S01783,2026-06-29 09:00:00,93.17,scheduled,BA00367,paid
P004846,S00563,2026-06-29 09:00:00,55.41,scheduled,BA01383,paid
P004847,S00544,2026-06-29 09:00:00,408.36,scheduled,BA01475,paid
P004848,S01413,2026-06-29 09:00:00,12877.61,scheduled,BA00104,paid
P004849,S01400,2026-06-29 09:00:00,186.39,scheduled,BA00246,paid
P004850,S00191,2026-06-29 09:00:00,112.19,scheduled,BA00933,paid
P004851,S01718,2026-06-29 09:00:00,79.43,scheduled,BA01857,paid
P004852,S00018,06/29/2026 09:00,568.73,scheduled,BA01739,paid
P004853,S00970,2026-06-29 09:00:00,447.17,scheduled,BA01628,paid
P004854,S01662,2026-06-29 09:00:00,83.15,scheduled,BA01699,paid
P004855,S00068,2026-06-29 09:00:00,87.26,scheduled,BA02128,paid
P004856,S00696,2026-06-29 09:00:00,304.08,scheduled,BA00583,paid
P004857,S00144,2026-06-29 09:00:00,30.5,scheduled,BA01976,paid
P004858,S01140,2026-06-29 09:00:00,502.96,scheduled,BA01339,paid
P004859,S00624,2026-06-29 09:00:00,65.54,scheduled,BA00330,paid
P004860,S01444,2026-06-29 09:00:00,102.23,scheduled,BA00234,paid
P004861,S01585,2026-06-29 09:00:00,25.86,scheduled,BA01630,paid
P004862,S00686,2026-06-29 09:00:00,461.18,scheduled,BA01958,paid
P004863,S01215,2026-06-29 09:00:00,75.06,scheduled,BA00772,paid
P004864,S00235,2026-06-29 09:00:00,761.46,scheduled,BA00842,paid
P004865,S01878,2026-06-29 09:00:00,187.99,scheduled,BA02221,paid
P004866,S00250,2026-06-29 09:00:00,155.72,scheduled,BA01486,paid
P004867,S01407,2026-06-29 09:00:00,953.33,scheduled,BA00102,paid
P004868,S00171,2026-06-29 09:00:00,116.91,scheduled,BA00930,paid
P004869,S00101,06/29/2026 09:00,15.46,scheduled,BA02203,paid
P004870,S00861,2026-06-29 09:00:00,16.5,scheduled,BA01382,paid
P004871,S01823,2026-06-29 09:00:00,128.81,scheduled,BA01476,paid
P004872,S00401,2026-06-29 09:00:00,64.79,scheduled,BA02127,paid
P004872,S00401,2026-06-29 09:00:00,64.79,scheduled,BA02127,paid
P004873,S00769,2026-06-29 09:00:00,902.83,scheduled,BA00422,paid
P004874,S01601,2026-06-29 09:00:00,115.18,scheduled,BA00931,paid
P004875,S01025,2026-06-29 09:00:00,1094.81,scheduled,BA02050,paid
P004876,S00461,2026-06-29 09:00:00,815.02,scheduled,BA01286,paid
P004877,S01681,2026-06-29 09:00:00,123.65,scheduled,BA00824,paid
P004878,S00426,2026-06-29 09:00:00,190.47,scheduled,BA01111,paid
P004879,S00835,2026-06-29 09:00:00,829.55,scheduled,BA01806,paid
P004880,S00889,2026-06-29 09:00:00,2182.36,scheduled,BA02302,paid
P004881,S00945,2026-06-29 09:00:00,751.22,scheduled,BA00749,paid
P004882,S01280,2026-06-29 09:00:00,685.22,scheduled,BA01700,paid
P004883,S00805,2026-06-29 09:00:00,355.09,scheduled,BA01709,paid
P004884,S00383,2026-06-29 09:00:00,107.56,scheduled,BA01740,paid
P004885,S00154,2026-06-29 09:00:00,140.76,scheduled,BA02303,paid
P004886,S00095,2026-06-29 09:00:00,273.35,scheduled,BA02273,paid
P004887,S00701,2026-06-29 09:00:00,452.05,scheduled,BA02047,paid
P004888,S00609,06/29/2026 09:00,17.34,scheduled,BA01626,paid
P004889,S01732,2026-06-29 09:00:00,59.0,scheduled,BA02129,paid
P004890,S01439,2026-06-29 09:00:00,518.43,scheduled,BA02217,paid
P004891,S01524,2026-06-29 09:00:00,21.19,scheduled,BA00826,paid
P004892,S00369,2026-06-29 09:00:00,99.74,scheduled,BA00233,paid
P004893,S01202,2026-06-29 09:00:00,36.34,scheduled,BA00259,paid
P004894,S00361,2026-06-29 09:00:00,359.3,scheduled,BA00748,paid
P004895,S00037,2026-06-29 09:00:00,140.98,scheduled,BA00584,paid
P004896,S01776,2026-06-29 09:00:00,173.92,scheduled,BA00549,paid
P004897,S00819,2026-06-29 09:00:00,101.38,scheduled,BA01710,paid
P004898,S01699,2026-06-29 09:00:00,46.54,scheduled,BA01137,paid
P004899,S01455,2026-06-29 09:00:00,97.28,scheduled,BA01345,paid
P004900,S01459,2026-06-29 09:00:00,77.37,scheduled,BA01284,paid
P004901,S01397,2026-06-29 09:00:00,1614.26,scheduled,BA00825,paid
P004902,S01626,2026-06-29 09:00:00,17.93,scheduled,BA02089,paid
P004903,S01513,2026-06-29 09:00:00,2529.38,scheduled,BA00840,paid
P004904,S00683,2026-06-29 09:00:00,853.94,scheduled,BA00936,paid
P004905,S00987,2026-06-29 09:00:00,928.69,scheduled,BA00750,paid
P004906,S01304,2026-06-29 09:00:00,20.76,scheduled,BA01384,paid
P004907,S01063,2026-06-29 09:00:00,93.07,scheduled,BA02093,paid
P004908,S00163,2026-06-29 09:00:00,1220.36,scheduled,BA00328,paid
P004909,S00175,2026-06-29 09:00:00,401.85,scheduled,BA01873,paid
P004910,S01899,2026-06-29 09:00:00,170.1,scheduled,BA01157,paid
P004911,S00850,2026-06-29 09:00:00,70.52,scheduled,BA02361,paid
P004912,S00790,2026-06-29 09:00:00,154.54,scheduled,BA00427,paid
P004913,S00483,2026-06-29 09:00:00,261.98,scheduled,BA01904,paid
P004914,S01474,2026-06-29 09:00:00,158.73,scheduled,BA01282,paid
P004915,S00278,2026-06-29 09:00:00,102.34,scheduled,BA00937,paid
P004916,S01230,2026-06-29 09:00:00,51.85,scheduled,BA01627,paid
P004917,S01071,2026-06-29 09:00:00,158.76,scheduled,BA02095,paid
P004918,S00616,2026-06-29 09:00:00,180.47,scheduled,BA01869,paid
P004919,S01030,2026-06-29 09:00:00,201.85,scheduled,BA01645,paid
P004920,S01635,2026-06-29 09:00:00,16.01,scheduled,BA02306,paid
P004921,S00028,2026-06-29 09:00:00,223.29,scheduled,BA02071,paid
P004922,S01777,2026-06-29 09:00:00,27.04,scheduled,BA00791,paid
P004923,S01966,2026-06-29 09:00:00,126.46,scheduled,BA01316,paid
P004924,S00040,2026-06-29 09:00:00,353.09,scheduled,BA02289,paid
P004925,S01909,2026-06-29 09:00:00,55.94,scheduled,BA01804,paid
P004926,S01327,2026-06-29 09:00:00,165.84,scheduled,BA00026,paid
P004927,S00818,2026-06-29 09:00:00,153.23,scheduled,BA01667,paid
P004928,S01132,2026-06-29 09:00:00,594.14,scheduled,BA01327,paid
P004929,S01503,2026-06-29 09:00:00,118.63,scheduled,BA00811,paid
P004930,S00424,2026-06-29 09:00:00,117.53,scheduled,BA00397,paid
P004931,S00491,2026-06-29 09:00:00,15.04,scheduled,BA00882,paid
P004932,S00459,2026-06-29 09:00:00,136.51,scheduled,BA02080,paid
P004933,S01109,2026-06-29 09:00:00,1219.42,scheduled,BA00046,paid
P004934,S00598,2026-06-29 09:00:00,135.54,scheduled,BA02310,paid
P004935,S00727,2026-06-29 09:00:00,55.92,scheduled,BA00790,paid
P004936,S01172,2026-06-29 09:00:00,933.96,scheduled,BA02352,paid
P004937,S00637,2026-06-29 09:00:00,662.68,scheduled,BA01315,paid
P004938,S00488,2026-06-29 09:00:00,162.62,scheduled,BA00880,paid
P004939,S01360,2026-06-29 09:00:00,61.88,scheduled,BA01128,paid
P004940,S01475,2026-06-29 09:00:00,530.96,scheduled,BA01142,paid
P004941,S01348,2026-06-29 09:00:00,272.3,scheduled,BA01355,paid
P004942,S01731,2026-06-29 09:00:00,177.06,scheduled,BA02358,paid
P004943,S01622,2026-06-29 09:00:00,90.08,scheduled,BA01682,paid
P004944,S01372,2026-06-29 09:00:00,39.17,scheduled,BA01361,paid
P004945,S00943,2026-06-29 09:00:00,48.9,scheduled,BA01866,paid
P004946,S00408,2026-06-29 09:00:00,1139.05,scheduled,BA00043,paid
P004947,S01937,2026-06-29 09:00:00,74.52,scheduled,BA02106,paid
P004948,S01509,2026-06-29 09:00:00,85.5,scheduled,BA02290,paid
P004949,S00051,2026-06-29 09:00:00,138.27,scheduled,BA00350,paid
P004950,S00514,2026-06-29 09:00:00,26.5,scheduled,BA00792,paid
P004951,S00309,2026-06-29 09:00:00,105.68,scheduled,BA00396,reversed
P004952,S01958,2026-06-29 09:00:00,98.5,scheduled,BA01668,paid
P004953,S00954,2026-06-29 09:00:00,769.28,scheduled,BA00572,paid
P004954,S00584,2026-06-29 09:00:00,114.1,scheduled,BA01125,paid
P004955,S01288,2026-06-29 09:00:00,41.54,scheduled,BA01888,paid
P004956,S00687,2026-06-29 09:00:00,321.78,scheduled,BA00557,paid
P004957,S00858,2026-06-29 09:00:00,2041.13,scheduled,BA01319,paid
P004958,S00376,2026-06-29 09:00:00,156.8,scheduled,BA01971,paid
P004959,S01879,2026-06-29 09:00:00,468.26,scheduled,BA01362,paid
P004960,S01054,2026-06-29 09:00:00,43.04,scheduled,BA00788,paid
P004961,S00135,2026-06-29 09:00:00,159.45,scheduled,BA00812,paid
P004962,S00243,2026-06-29 09:00:00,557.42,scheduled,BA00399,paid
P004963,S00290,06/29/2026 09:00,916.53,scheduled,BA01889,paid
P004964,S01138,2026-06-29 09:00:00,140.65,scheduled,BA02288,paid
P004965,S00417,2026-06-29 09:00:00,372.57,scheduled,BA00573,paid
P004966,S01176,2026-06-29 09:00:00,38.03,scheduled,BA00348,paid
P004967,S00838,2026-06-29 09:00:00,1762.21,scheduled,BA01365,paid
P004968,S00402,2026-06-29 09:00:00,711.91,scheduled,BA01123,paid
P004969,S01759,2026-06-29 09:00:00,156.2,scheduled,BA00051,paid
P004970,S00975,2026-06-29 09:00:00,198.59,scheduled,BA01146,paid
P004971,S01835,2026-06-29 09:00:00,319.37,scheduled,BA01328,paid
P004972,S01461,2026-06-29 09:00:00,362.13,scheduled,BA01661,paid
P004973,S01008,2026-06-29 09:00:00,80.1,scheduled,BA00243,paid
P004973,S01008,2026-06-29 09:00:00,80.1,scheduled,BA00243,paid
P004974,S01237,2026-06-29 09:00:00,227.52,scheduled,BA00400,paid
P004975,S00744,2026-06-29 09:00:00,15.75,scheduled,BA02108,paid
P004976,S01432,2026-06-29 09:00:00,31.9,scheduled,BA01716,failed
P004977,S01839,2026-06-29 09:00:00,54.8,scheduled,BA01663,paid
P004978,S01975,2026-06-29 09:00:00,1306.54,scheduled,BA00885,paid
P004979,S00761,2026-06-29 09:00:00,660.74,scheduled,BA00049,paid
P004980,S01880,2026-06-29 09:00:00,562.73,scheduled,BA00859,paid
P004981,S01755,2026-06-29 09:00:00,191.52,scheduled,BA01482,paid
P004982,S00228,2026-06-29 09:00:00,661.18,scheduled,BA00349,paid
P004983,S01677,2026-06-29 09:00:00,268.59,scheduled,BA01490,paid
P004984,S00568,2026-06-29 09:00:00,583.27,scheduled,BA00884,paid
P004985,S01449,2026-06-29 09:00:00,495.02,scheduled,BA02070,paid
P004986,S00813,2026-06-29 09:00:00,57.39,scheduled,BA00240,paid
P004987,S01908,2026-06-29 09:00:00,31.28,scheduled,BA01313,paid
P004988,S01858,2026-06-29 09:00:00,43.23,scheduled,BA00789,paid
P004989,S01819,2026-06-29 09:00:00,352.44,scheduled,BA00398,reversed
P004990,S00004,2026-06-29 09:00:00,1133.86,scheduled,BA02353,paid
P004991,S00611,2026-06-29 09:00:00,50.1,scheduled,BA00858,paid
P004992,S00695,2026-06-29 09:00:00,301.62,scheduled,BA02107,paid
P004993,S01117,2026-06-29 09:00:00,28.62,scheduled,BA01662,paid
P004994,S00885,2026-06-29 09:00:00,18.5,scheduled,BA01684,paid
P004995,S00010,2026-06-29 09:00:00,1787.85,scheduled,BA01129,paid
P004996,S01420,2026-06-29 09:00:00,96.95,scheduled,BA00387,paid
P004997,S00639,2026-06-29 09:00:00,183.37,scheduled,BA00556,paid
P004998,S00654,2026-06-29 09:00:00,124.17,scheduled,BA02073,paid
P004999,S00187,2026-06-29 09:00:00,214.72,scheduled,BA00876,failed
P005000,S00159,2026-06-29 09:00:00,109.21,scheduled,BA01356,paid
P005001,S00737,2026-06-29 09:00:00,3378.5,scheduled,BA02357,paid
P005002,S01710,2026-06-29 09:00:00,48.07,scheduled,BA01357,paid
P005003,S00115,2026-06-29 09:00:00,1252.97,scheduled,BA01718,paid
P005004,S00690,2026-06-29 09:00:00,166.21,scheduled,BA02103,paid
P005005,S01452,2026-06-29 09:00:00,110.7,scheduled,BA02293,paid
P005006,S01936,2026-06-29 09:00:00,222.44,scheduled,BA00242,paid
P005007,S01398,2026-06-29 09:00:00,963.38,scheduled,BA01492,paid
P005008,S01366,2026-06-29 09:00:00,45.81,scheduled,BA01483,paid
P005009,S01282,2026-06-29 09:00:00,48.03,scheduled,BA01868,paid
P005010,S00736,2026-06-29 09:00:00,13.91,scheduled,BA00389,paid
P005011,S01231,2026-06-29 09:00:00,2526.39,scheduled,BA00867,paid
P005012,S00925,2026-06-29 09:00:00,59.63,scheduled,BA01719,paid
P005013,S00492,2026-06-29 09:00:00,291.73,scheduled,BA01676,paid
P005014,S00409,2026-06-29 09:00:00,149.7,scheduled,BA00392,paid
P005015,S01929,2026-06-29 09:00:00,36.62,scheduled,BA00571,paid
P005016,S02000,2026-06-29 09:00:00,332.23,scheduled,BA01325,paid
P005017,S01911,2026-06-29 09:00:00,150.66,scheduled,BA01675,paid
P005018,S00189,2026-06-29 09:00:00,673.94,scheduled,BA02102,paid
P005019,S01391,2026-06-29 09:00:00,898.55,scheduled,BA02075,paid
P005020,S01187,2026-06-29 09:00:00,13.97,scheduled,BA01144,paid
P005021,S01476,2026-06-29 09:00:00,249.71,scheduled,BA02077,paid
P005022,S00735,2026-06-29 09:00:00,301.75,scheduled,BA00032,paid
P005023,S00702,2026-06-29 09:00:00,45.26,scheduled,BA01678,paid
P005024,S01804,2026-06-29 09:00:00,269.47,scheduled,BA01962,paid
P005025,S00663,2026-06-29 09:00:00,239.38,scheduled,BA00390,paid
P005026,S01361,2026-06-29 09:00:00,43.07,scheduled,BA00807,paid
P005027,S01875,2026-06-29 09:00:00,179.19,scheduled,BA00806,paid
P005028,S00618,2026-06-29 09:00:00,36.86,scheduled,BA00354,paid
P005029,S01222,2026-06-29 09:00:00,936.02,scheduled,BA01677,paid
P005030,S01712,2026-06-29 09:00:00,651.15,scheduled,BA00865,paid
P005031,S01739,2026-06-29 09:00:00,260.88,scheduled,BA00808,paid
P005032,S00184,2026-06-29 09:00:00,294.58,scheduled,BA00862,paid
P005033,S00161,2026-06-29 09:00:00,903.59,scheduled,BA01884,paid
P005034,S00762,2026-06-29 09:00:00,1466.26,scheduled,BA01323,paid
P005035,S01867,2026-06-29 09:00:00,57.3,scheduled,BA00558,paid
P005036,S01468,2026-06-29 09:00:00,525.55,scheduled,BA00570,paid
P005037,S01240,2026-06-29 09:00:00,86.89,scheduled,BA00810,paid
P005038,S00063,2026-06-29 09:00:00,660.46,scheduled,BA01322,paid
P005039,S00911,2026-06-29 09:00:00,1886.52,scheduled,BA00868,paid
P005040,S01197,2026-06-29 09:00:00,245.19,scheduled,BA00873,paid
P005041,S01087,2026-06-29 09:00:00,151.11,scheduled,BA00241,paid
P005042,S01946,2026-06-29 09:00:00,95.15,scheduled,BA01671,paid
P005043,S00066,2026-06-29 09:00:00,758.22,scheduled,BA00797,paid
P005044,S01088,2026-06-29 09:00:00,473.84,scheduled,BA01320,paid
P005045,S01362,2026-06-29 09:00:00,186.96,scheduled,BA00351,paid
P005046,S01785,2026-06-29 09:00:00,164.52,scheduled,BA02211,paid
P005047,S00466,2026-06-29 09:00:00,215.76,scheduled,BA01321,paid
P005048,S00756,2026-06-29 09:00:00,1066.18,scheduled,BA00029,paid
P005049,S01641,2026-06-29 09:00:00,151.97,scheduled,BA01808,paid
P005050,S01851,2026-06-29 09:00:00,1486.02,scheduled,BA00041,paid
P005051,S00621,2026-06-29 09:00:00,135.04,scheduled,BA00388,paid
P005052,S00601,2026-06-29 09:00:00,185.84,scheduled,BA01721,paid
P005053,S01692,2026-06-29 09:00:00,293.34,scheduled,BA02105,paid
P005054,S00842,2026-06-29 09:00:00,97.33,scheduled,BA01670,paid
P005055,S00918,2026-06-29 09:00:00,67.09,scheduled,BA00394,paid
P005056,S01824,2026-06-29 09:00:00,236.72,scheduled,BA01326,paid
P005057,S00661,2026-06-29 09:00:00,38.08,scheduled,BA01126,paid
P005058,S00109,2026-06-29 09:00:00,1284.84,scheduled,BA01673,paid
P005059,S00153,2026-06-29 09:00:00,62.15,scheduled,BA00038,paid
P005060,S01046,2026-06-29 09:00:00,37.73,scheduled,BA00801,paid
P005061,S01501,2026-06-29 09:00:00,1819.53,scheduled,BA00809,paid
P005062,S01181,2026-06-29 09:00:00,152.32,scheduled,BA01491,paid
P005063,S01548,2026-06-29 09:00:00,596.09,scheduled,BA00355,paid
P005064,S00455,2026-06-29 09:00:00,81.43,scheduled,BA01679,paid
P005065,S01652,2026-06-29 09:00:00,91.7,scheduled,BA00037,paid
P005066,S00215,2026-06-29 09:00:00,497.61,scheduled,BA02294,failed
P005067,S00075,2026-06-29 09:00:00,76.36,scheduled,BA01885,paid
P005068,S00948,2026-06-29 09:00:00,85.4,scheduled,BA02074,paid
P005069,S01225,2026-06-29 09:00:00,102.46,scheduled,BA00861,paid
P005070,S01505,2026-06-29 09:00:00,56.17,scheduled,BA02309,paid
P005071,S01801,2026-06-29 09:00:00,21.15,scheduled,BA00870,paid
P005072,S01498,2026-06-29 09:00:00,153.7,scheduled,BA01803,paid
P005073,S01301,2026-06-29 09:00:00,69.04,scheduled,BA02223,paid
P005074,S00430,2026-06-29 09:00:00,43.02,scheduled,BA00799,paid
P005075,S00026,2026-06-29 09:00:00,236.96,scheduled,BA00393,paid
P005076,S01634,2026-06-29 09:00:00,1607.44,scheduled,BA00249,paid
P005076,S01634,2026-06-29 09:00:00,1607.44,scheduled,BA00249,paid
P005077,S01535,2026-06-29 09:00:00,261.93,scheduled,BA01725,paid
P005078,S00519,2026-06-29 09:00:00,32.5,scheduled,BA01660,paid
P005079,S01903,2026-06-29 09:00:00,246.93,scheduled,BA01312,paid
P005080,S01528,2026-06-29 09:00:00,168.29,scheduled,BA00237,paid
P005081,S00240,2026-06-29 09:00:00,117.09,scheduled,BA01687,paid
P005082,S00807,2026-06-29 09:00:00,131.08,scheduled,BA02096,paid
P005083,S01919,2026-06-29 09:00:00,218.4,scheduled,BA01895,paid
P005084,S00920,2026-06-29 09:00:00,921.32,scheduled,BA01371,paid
P005085,S01394,2026-06-29 09:00:00,34.87,scheduled,BA00816,paid
P005086,S01855,2026-06-29 09:00:00,279.59,scheduled,BA01149,paid
P005087,S00617,2026-06-29 09:00:00,898.78,scheduled,BA02356,paid
P005088,S01227,2026-06-29 09:00:00,250.92,scheduled,BA00406,paid
P005089,S00323,2026-06-29 09:00:00,548.72,scheduled,BA01302,failed
