seller_id,is_structuring,seller_group
S01507,0,decoy_seasonal
S01508,0,normal
S01509,0,normal
S01510,0,normal
S01511,0,normal
S01512,0,normal
S01513,0,normal
S01514,0,normal
S01515,0,normal
S01516,0,normal
S01517,0,normal
S01518,0,normal
S01519,0,normal
S01520,0,normal
S01521,0,normal
S01522,0,normal
S01523,0,normal
S01524,0,normal
S01525,0,normal
S01526,0,normal
S01527,0,normal
S01528,0,normal
S01529,0,normal
S01530,0,normal
S01531,0,normal
S01532,0,normal
S01533,0,normal
S01534,0,normal
S01535,0,normal
S01536,0,normal
S01537,0,normal
S01538,0,normal
S01539,0,normal
S01540,0,normal
S01541,0,normal
S01542,0,normal
S01543,0,normal
S01544,0,normal
S01545,0,normal
S01546,0,normal
S01547,0,decoy_highvalue
S01548,0,normal
S01549,0,normal
S01550,0,normal
S01551,0,normal
S01552,0,normal
S01553,0,normal
S01554,0,normal
S01555,0,normal
S01556,0,normal
S01557,0,normal
S01558,0,normal
S01559,0,normal
S01560,0,normal
S01561,0,normal
S01562,1,easy
S01563,0,normal
S01564,0,normal
S01565,0,normal
S01566,0,normal
S01567,0,normal
S01568,0,normal
S01569,0,normal
S01570,0,normal
S01571,1,medium
S01572,0,normal
S01573,0,normal
S01574,0,normal
S01575,0,normal
S01576,0,normal
S01577,0,normal
S01578,0,normal
S01579,0,normal
S01580,0,normal
S01581,0,normal
S01582,0,normal
S01583,0,normal
S01584,0,normal
S01585,0,normal
S01586,0,normal
S01587,0,normal
S01588,0,normal
S01589,0,normal
S01590,0,normal
S01591,0,normal
S01592,0,normal
S01593,0,normal
S01594,0,normal
S01595,0,normal
S01596,0,normal
S01597,0,normal
S01598,0,normal
S01599,0,normal
S01600,0,normal
S01601,0,normal
S01602,0,normal
S01603,0,normal
S01604,0,normal
S01605,0,normal
S01606,0,normal
S01607,0,normal
S01608,0,normal
S01609,0,normal
S01610,0,normal
S01611,0,normal
S01612,0,normal
S01613,0,normal
S01614,0,normal
S01615,0,normal
S01616,0,normal
S01617,0,normal
S01618,0,normal
S01619,0,normal
S01620,0,normal
S01621,0,normal
S01622,0,normal
S01623,0,normal
S01624,0,normal
S01625,0,normal
S01626,0,normal
S01627,0,normal
S01628,0,normal
S01629,0,normal
S01630,0,normal
S01631,0,normal
S01632,0,normal
S01633,0,normal
S01634,0,normal
S01635,0,normal
S01636,0,normal
S01637,0,normal
S01638,0,normal
S01639,0,decoy_seasonal
S01640,0,normal
S01641,0,normal
S01642,0,normal
S01643,0,normal
S01644,0,normal
S01645,0,normal
S01646,0,normal
S01647,0,normal
S01648,0,normal
S01649,0,normal
S01650,0,normal
S01651,0,normal
S01652,1,medium
S01653,0,normal
S01654,0,normal
S01655,0,normal
S01656,0,normal
S01657,0,normal
S01658,0,normal
S01659,0,normal
S01660,0,normal
S01661,0,normal
S01662,0,normal
S01663,0,normal
S01664,0,decoy_business
S01665,0,normal
S01666,0,normal
S01667,0,normal
S01668,0,normal
S01669,0,normal
S01670,0,normal
S01671,0,normal
S01672,0,normal
S01673,0,decoy_business
S01674,0,normal
S01675,0,normal
S01676,0,normal
S01677,0,normal
S01678,0,normal
S01679,0,normal
S01680,0,decoy_highvalue
S01681,0,normal
S01682,0,normal
S01683,0,normal
S01684,0,normal
S01685,0,normal
S01686,0,normal
S01687,0,normal
S01688,0,normal
S01689,0,normal
S01690,0,normal
S01691,0,normal
S01692,0,normal
S01693,0,normal
S01694,0,normal
S01695,0,normal
S01696,0,normal
S01697,0,normal
S01698,0,normal
S01699,0,normal
S01700,0,decoy_business
S01701,0,normal
S01702,0,normal
S01703,0,normal
S01704,0,normal
S01705,0,normal
S01706,0,normal
S01707,0,normal
S01708,0,normal
S01709,0,normal
S01710,0,normal
S01711,0,normal
S01712,0,normal
S01713,0,normal
S01714,0,normal
S01715,0,normal
S01716,0,normal
S01717,0,normal
S01718,0,normal
S01719,0,normal
S01720,0,normal
S01721,0,decoy_seasonal
S01722,0,normal
S01723,0,normal
S01724,0,normal
S01725,0,normal
S01726,0,normal
S01727,0,decoy_seasonal
S01728,0,normal
S01729,0,normal
S01730,0,normal
S01731,0,normal
S01732,0,normal
S01733,0,normal
S01734,0,normal
S01735,0,normal
S01736,0,normal
S01737,0,normal
S01738,0,normal
S01739,0,normal
S01740,0,normal
S01741,0,normal
S01742,0,normal
S01743,0,normal
S01744,0,normal
S01745,0,normal
S01746,0,normal
S01747,0,normal
S01748,0,normal
S01749,0,normal
S01750,0,normal
S01751,0,normal
S01752,0,normal
S01753,0,normal
S01754,0,normal
S01755,0,normal
S01756,1,easy
S01757,0,decoy_highvalue
S01758,0,normal
S01759,1,hard
S01760,0,normal
S01761,0,normal
S01762,0,normal
S01763,0,normal
S01764,0,normal
S01765,0,normal
S01766,0,normal
S01767,0,normal
S01768,0,normal
S01769,0,normal
S01770,0,decoy_highvalue
S01771,0,normal
S01772,0,normal
S01773,0,normal
S01774,0,normal
S01775,0,normal
S01776,0,normal
S01777,0,normal
S01778,0,normal
S01779,0,normal
S01780,0,normal
S01781,0,normal
S01782,0,normal
S01783,0,normal
S01784,0,normal
S01785,0,normal
S01786,0,normal
S01787,0,normal
S01788,0,normal
S01789,0,normal
S01790,0,normal
S01791,1,easy
S01792,0,normal
S01793,0,decoy_highvalue
S01794,0,normal
S01795,1,hard
S01796,0,normal
S01797,0,normal
S01798,0,normal
S01799,0,normal
S01800,0,normal
S01801,0,normal
S01802,0,normal
S01803,1,easy
S01804,0,normal
S01805,0,normal
S01806,0,normal
S01807,0,normal
S01808,0,normal
S01809,0,normal
S01810,0,normal
S01811,0,normal
S01812,0,normal
S01813,0,normal
S01814,0,normal
S01815,0,decoy_seasonal
S01816,0,normal
S01817,0,normal
S01818,0,normal
S01819,0,normal
S01820,0,normal
S01821,0,normal
S01822,0,normal
S01823,0,normal
S01824,0,normal
S01825,0,normal
S01826,0,normal
S01827,0,normal
S01828,0,normal
S01829,0,normal
S01830,0,normal
S01831,0,normal
S01832,0,normal
S01833,0,normal
S01834,1,hard
S01835,0,normal
S01836,0,normal
S01837,0,normal
S01838,0,normal
S01839,0,normal
S01840,0,normal
S01841,0,normal
S01842,0,normal
S01843,0,normal
S01844,0,normal
S01845,0,normal
S01846,0,normal
S01847,0,normal
S01848,0,normal
S01849,0,normal
S01850,0,normal
S01851,1,medium
S01852,0,normal
S01853,0,normal
S01854,0,normal
S01855,0,normal
S01856,0,normal
S01857,0,normal
S01858,0,normal
S01859,0,normal
S01860,0,normal
S01861,0,normal
S01862,0,normal
S01863,0,normal
S01864,0,normal
S01865,0,normal
S01866,0,normal
S01867,0,normal
S01868,0,normal
S01869,0,normal
S01870,0,normal
S01871,0,normal
S01872,0,normal
S01873,0,normal
S01874,1,easy
S01875,0,normal
S01876,0,normal
S01877,0,normal
S01878,0,normal
S01879,0,normal
S01880,0,normal
S01881,0,normal
S01882,1,easy
S01883,0,normal
S01884,0,normal
S01885,0,normal
S01886,0,normal
S01887,0,normal
S01888,0,normal
S01889,0,normal
S01890,0,normal
S01891,0,decoy_business
S01892,0,decoy_business
S01893,0,normal
S01894,0,normal
S01895,0,normal
S01896,0,normal
S01897,0,normal
S01898,0,normal
S01899,0,normal
S01900,0,normal
S01901,0,normal
S01902,0,normal
S01903,0,normal
S01904,0,normal
S01905,0,normal
S01906,0,normal
S01907,0,normal
S01908,0,normal
S01909,0,normal
S01910,0,normal
S01911,0,normal
S01912,0,decoy_seasonal
S01913,1,hard
S01914,0,normal
S01915,0,normal
S01916,0,normal
S01917,0,decoy_highvalue
S01918,0,normal
S01919,0,normal
S01920,0,normal
S01921,0,normal
S01922,0,normal
S01923,0,normal
S01924,0,decoy_highvalue
S01925,0,normal
S01926,0,normal
S01927,0,normal
S01928,0,normal
S01929,0,normal
S01930,0,normal
S01931,0,normal
S01932,0,normal
S01933,0,normal
S01934,0,normal
S01935,0,normal
S01936,0,normal
S01937,0,normal
S01938,0,normal
S01939,0,normal
S01940,0,normal
S01941,0,normal
S01942,1,medium
S01943,0,normal
S01944,1,easy
S01945,0,normal
S01946,0,normal
S01947,0,normal
S01948,0,normal
S01949,0,normal
S01950,0,normal
S01951,1,medium
S01952,0,normal
S01953,0,decoy_business
S01954,0,normal
S01955,0,normal
S01956,0,normal
S01957,0,normal
S01958,0,normal
S01959,0,normal
S01960,0,normal
S01961,0,normal
S01962,0,normal
S01963,0,normal
S01964,0,normal
S01965,0,normal
S01966,0,normal
S01967,0,normal
S01968,0,normal
S01969,0,normal
S01970,0,normal
S01971,0,normal
S01972,0,normal
S01973,0,normal
S01974,0,decoy_business
S01975,0,normal
S01976,0,normal
S01977,0,normal
S01978,0,normal
S01979,0,normal
S01980,0,normal
S01981,0,normal
S01982,0,normal
S01983,0,normal
S01984,0,normal
S01985,0,normal
S01986,0,decoy_business
S01987,0,normal
S01988,0,decoy_business
S01989,0,normal
S01990,0,decoy_business
S01991,0,normal
S01992,0,normal
S01993,0,normal
S01994,0,normal
S01995,0,normal
S01996,0,normal
S01997,0,normal
S01998,1,medium
S01999,0,normal
S02000,0,normal
